Loan,Pool,Servicer
103496139,pool_232,Retained
103497956,pool_232,Retained
103503348,pool_232,Retained
103505053,pool_232,Retained
3000442543,pool_232,Retained
3000539278,pool_232,Retained
3000540562,pool_232,Retained
3000548607,pool_232,Retained
3000561830,pool_232,Retained
3000564392,pool_232,Retained
3000568440,pool_232,Retained
3000570458,pool_232,Retained
3000578318,pool_232,Retained
3000580488,pool_232,Retained
3000580770,pool_232,Retained
3000589714,pool_232,Retained
3000591154,pool_232,Retained
3000595435,pool_232,Retained
3000596914,pool_232,Retained
3000599335,pool_232,Retained
3000600648,pool_232,Retained
3000605799,pool_232,Retained
3200058499,pool_232,Retained
3200065361,pool_232,Retained
3800033505,pool_232,Retained
600133847,pool_232,Retained
600134138,pool_232,Retained
600135867,pool_232,Retained
600136827,pool_232,Retained
600137610,pool_232,Retained
600137987,pool_232,Retained
600138576,pool_232,Retained
600139438,pool_232,Retained
600139796,pool_232,Retained
600141186,pool_232,Retained
600141205,pool_232,Retained
600141714,pool_232,Retained
600141883,pool_232,Retained
600142288,pool_232,Retained
600142784,pool_232,Retained
600142846,pool_232,Retained
600142886,pool_232,Retained
600143020,pool_232,Retained
600143042,pool_232,Retained
600143052,pool_232,Retained
600144216,pool_232,Retained
600144478,pool_232,Retained
600144505,pool_232,Retained
600144599,pool_232,Retained
600144656,pool_232,Retained
600144683,pool_232,Retained
600144737,pool_232,Retained
600144827,pool_232,Retained
600144829,pool_232,Retained
600144940,pool_232,Retained
600144964,pool_232,Retained
600145000,pool_232,Retained
600145091,pool_232,Retained
600145203,pool_232,Retained
600145267,pool_232,Retained
600145386,pool_232,Retained
600145427,pool_232,Retained
600145478,pool_232,Retained
600145620,pool_232,Retained
600145640,pool_232,Retained
600145786,pool_232,Retained
600146139,pool_232,Retained
600146196,pool_232,Retained
600146527,pool_232,Retained
600146992,pool_232,Retained
103367394,pool_233,Two Harbors
103379057,pool_233,Two Harbors
103388198,pool_233,Two Harbors
103405745,pool_233,Two Harbors
103410038,pool_233,Two Harbors
103416930,pool_233,Two Harbors
103417503,pool_233,Two Harbors
103428435,pool_233,Two Harbors
103428682,pool_233,Two Harbors
103431496,pool_233,Two Harbors
103433032,pool_233,Two Harbors
103433314,pool_233,Two Harbors
103433415,pool_233,Two Harbors
103433569,pool_233,Two Harbors
103433637,pool_233,Two Harbors
103434047,pool_233,Two Harbors
103434542,pool_233,Two Harbors
103435525,pool_233,Two Harbors
103435874,pool_233,Two Harbors
103437421,pool_233,Two Harbors
103438532,pool_233,Two Harbors
103438824,pool_233,Two Harbors
103439046,pool_233,Two Harbors
103439053,pool_233,Two Harbors
103439262,pool_233,Two Harbors
103439395,pool_233,Two Harbors
103440091,pool_233,Two Harbors
103440827,pool_233,Two Harbors
103441214,pool_233,Two Harbors
103441320,pool_233,Two Harbors
103443345,pool_233,Two Harbors
103443708,pool_233,Two Harbors
103444121,pool_233,Two Harbors
103444732,pool_233,Two Harbors
103445217,pool_233,Two Harbors
103446389,pool_233,Two Harbors
103448067,pool_233,Two Harbors
103448352,pool_233,Two Harbors
103449258,pool_233,Two Harbors
103449416,pool_233,Two Harbors
103449499,pool_233,Two Harbors
103449634,pool_233,Two Harbors
103449958,pool_233,Two Harbors
103450627,pool_233,Two Harbors
103450763,pool_233,Two Harbors
103450953,pool_233,Two Harbors
103451262,pool_233,Two Harbors
103453020,pool_233,Two Harbors
103453579,pool_233,Two Harbors
103454086,pool_233,Two Harbors
103454315,pool_233,Two Harbors
103454973,pool_233,Two Harbors
103455200,pool_233,Two Harbors
103455402,pool_233,Two Harbors
103455633,pool_233,Two Harbors
103456120,pool_233,Two Harbors
103456233,pool_233,Two Harbors
103456235,pool_233,Two Harbors
103456840,pool_233,Two Harbors
103457249,pool_233,Two Harbors
103458080,pool_233,Two Harbors
103458278,pool_233,Two Harbors
103458817,pool_233,Two Harbors
103459343,pool_233,Two Harbors
103460538,pool_233,Two Harbors
103460878,pool_233,Two Harbors
103461196,pool_233,Two Harbors
103461259,pool_233,Two Harbors
103461899,pool_233,Two Harbors
103462036,pool_233,Two Harbors
103462461,pool_233,Two Harbors
103462623,pool_233,Two Harbors
103463212,pool_233,Two Harbors
103463336,pool_233,Two Harbors
103464804,pool_233,Two Harbors
103465019,pool_233,Two Harbors
103465746,pool_233,Two Harbors
103468626,pool_233,Two Harbors
103468819,pool_233,Two Harbors
103468912,pool_233,Two Harbors
103469751,pool_233,Two Harbors
103470020,pool_233,Two Harbors
103470126,pool_233,Two Harbors
103470251,pool_233,Two Harbors
103470608,pool_233,Two Harbors
103470696,pool_233,Two Harbors
103470939,pool_233,Two Harbors
103471983,pool_233,Two Harbors
103472003,pool_233,Two Harbors
103472101,pool_233,Two Harbors
103472268,pool_233,Two Harbors
103472467,pool_233,Two Harbors
103472632,pool_233,Two Harbors
103472850,pool_233,Two Harbors
103473189,pool_233,Two Harbors
103473348,pool_233,Two Harbors
103473757,pool_233,Two Harbors
103473919,pool_233,Two Harbors
103474263,pool_233,Two Harbors
103474781,pool_233,Two Harbors
103475019,pool_233,Two Harbors
103475045,pool_233,Two Harbors
103475152,pool_233,Two Harbors
103475761,pool_233,Two Harbors
103475834,pool_233,Two Harbors
103476201,pool_233,Two Harbors
103476269,pool_233,Two Harbors
103476933,pool_233,Two Harbors
103476961,pool_233,Two Harbors
103477151,pool_233,Two Harbors
103477238,pool_233,Two Harbors
103477497,pool_233,Two Harbors
103477607,pool_233,Two Harbors
103477807,pool_233,Two Harbors
103478720,pool_233,Two Harbors
103478969,pool_233,Two Harbors
103478973,pool_233,Two Harbors
103479029,pool_233,Two Harbors
103479080,pool_233,Two Harbors
103479309,pool_233,Two Harbors
103479643,pool_233,Two Harbors
103479771,pool_233,Two Harbors
103479778,pool_233,Two Harbors
103480203,pool_233,Two Harbors
103480660,pool_233,Two Harbors
103480715,pool_233,Two Harbors
103481469,pool_233,Two Harbors
103481873,pool_233,Two Harbors
103482433,pool_233,Two Harbors
103482497,pool_233,Two Harbors
103484449,pool_233,Two Harbors
103484459,pool_233,Two Harbors
103485257,pool_233,Two Harbors
103485976,pool_233,Two Harbors
103486661,pool_233,Two Harbors
103486762,pool_233,Two Harbors
103486855,pool_233,Two Harbors
103488061,pool_233,Two Harbors
103489050,pool_233,Two Harbors
103489926,pool_233,Two Harbors
103490344,pool_233,Two Harbors
103490596,pool_233,Two Harbors
103490776,pool_233,Two Harbors
103491155,pool_233,Two Harbors
103491499,pool_233,Two Harbors
103491716,pool_233,Two Harbors
103491905,pool_233,Two Harbors
103491941,pool_233,Two Harbors
103492062,pool_233,Two Harbors
103493704,pool_233,Two Harbors
103495447,pool_233,Two Harbors
103495465,pool_233,Two Harbors
103495604,pool_233,Two Harbors
103495672,pool_233,Two Harbors
103495769,pool_233,Two Harbors
103495846,pool_233,Two Harbors
103496412,pool_233,Two Harbors
103496572,pool_233,Two Harbors
103497643,pool_233,Two Harbors
103497735,pool_233,Two Harbors
103499449,pool_233,Two Harbors
103501146,pool_233,Two Harbors
103509024,pool_233,Two Harbors
103514107,pool_233,Two Harbors
3000497381,pool_233,Two Harbors
3000522550,pool_233,Two Harbors
3000562013,pool_233,Two Harbors
3000563003,pool_233,Two Harbors
3000567911,pool_233,Two Harbors
3000573009,pool_233,Two Harbors
3000588209,pool_233,Two Harbors
3000590916,pool_233,Two Harbors
3000593632,pool_233,Two Harbors
3000594194,pool_233,Two Harbors
3000595230,pool_233,Two Harbors
3000599308,pool_233,Two Harbors
3000604545,pool_233,Two Harbors
3200058462,pool_233,Two Harbors
3200063146,pool_233,Two Harbors
3200064088,pool_233,Two Harbors
3800027664,pool_233,Two Harbors
3800028062,pool_233,Two Harbors
600138734,pool_233,Two Harbors
600141758,pool_233,Two Harbors
600142768,pool_233,Two Harbors
600143409,pool_233,Two Harbors
600144053,pool_233,Two Harbors
600144225,pool_233,Two Harbors
600144554,pool_233,Two Harbors
600144960,pool_233,Two Harbors
600145014,pool_233,Two Harbors
600145160,pool_233,Two Harbors
600145397,pool_233,Two Harbors
600146117,pool_233,Two Harbors
600146270,pool_233,Two Harbors
600146458,pool_233,Two Harbors
600146513,pool_233,Two Harbors
103392912,pool_234,Pingora
103420533,pool_234,Pingora
103425974,pool_234,Pingora
103430576,pool_234,Pingora
103433322,pool_234,Pingora
103436516,pool_234,Pingora
103446394,pool_234,Pingora
103454615,pool_234,Pingora
103455104,pool_234,Pingora
103455858,pool_234,Pingora
103457468,pool_234,Pingora
103458232,pool_234,Pingora
103460518,pool_234,Pingora
103461178,pool_234,Pingora
103461552,pool_234,Pingora
103462794,pool_234,Pingora
103471660,pool_234,Pingora
103473534,pool_234,Pingora
103474098,pool_234,Pingora
103475873,pool_234,Pingora
103477376,pool_234,Pingora
103478495,pool_234,Pingora
103479903,pool_234,Pingora
103480471,pool_234,Pingora
103481924,pool_234,Pingora
103482134,pool_234,Pingora
103483775,pool_234,Pingora
103484000,pool_234,Pingora
103487356,pool_234,Pingora
103488710,pool_234,Pingora
103490483,pool_234,Pingora
103491585,pool_234,Pingora
3000589819,pool_234,Pingora
3800034322,pool_234,Pingora
600144746,pool_234,Pingora
600145046,pool_234,Pingora
103389046,pool_236,Retained
103389210,pool_236,Retained
103390043,pool_236,Retained
103403057,pool_236,Retained
103425650,pool_236,Retained
103430725,pool_236,Retained
103431853,pool_236,Retained
103440122,pool_236,Retained
103446123,pool_236,Retained
103452845,pool_236,Retained
103455435,pool_236,Retained
103455555,pool_236,Retained
103459140,pool_236,Retained
103460440,pool_236,Retained
103462148,pool_236,Retained
103462189,pool_236,Retained
103462568,pool_236,Retained
103467579,pool_236,Retained
103468584,pool_236,Retained
103468943,pool_236,Retained
103469790,pool_236,Retained
103470563,pool_236,Retained
103471553,pool_236,Retained
103472626,pool_236,Retained
103474954,pool_236,Retained
103475988,pool_236,Retained
103476320,pool_236,Retained
103477206,pool_236,Retained
103478164,pool_236,Retained
103478695,pool_236,Retained
103479025,pool_236,Retained
103479706,pool_236,Retained
103479740,pool_236,Retained
103480617,pool_236,Retained
103482532,pool_236,Retained
103483159,pool_236,Retained
103483173,pool_236,Retained
103483344,pool_236,Retained
103486739,pool_236,Retained
103496293,pool_236,Retained
103500128,pool_236,Retained
103504675,pool_236,Retained
103505962,pool_236,Retained
103507533,pool_236,Retained
103509979,pool_236,Retained
3000355980,pool_236,Retained
3000373054,pool_236,Retained
3000470638,pool_236,Retained
3000480954,pool_236,Retained
3000512883,pool_236,Retained
3000528488,pool_236,Retained
3000535414,pool_236,Retained
3000552434,pool_236,Retained
3000553186,pool_236,Retained
3000553390,pool_236,Retained
3000559359,pool_236,Retained
3000563382,pool_236,Retained
3000566077,pool_236,Retained
3000574477,pool_236,Retained
3000574505,pool_236,Retained
3000574519,pool_236,Retained
3000579412,pool_236,Retained
3000582884,pool_236,Retained
3000584880,pool_236,Retained
3000585972,pool_236,Retained
3000588075,pool_236,Retained
3000588140,pool_236,Retained
3000588176,pool_236,Retained
3000590175,pool_236,Retained
3000590871,pool_236,Retained
3000591172,pool_236,Retained
3000591285,pool_236,Retained
3000593483,pool_236,Retained
3000594073,pool_236,Retained
3000595029,pool_236,Retained
3000596160,pool_236,Retained
3000596401,pool_236,Retained
3000597237,pool_236,Retained
3000597784,pool_236,Retained
3000599000,pool_236,Retained
3000599871,pool_236,Retained
3000600772,pool_236,Retained
3000601026,pool_236,Retained
3000603927,pool_236,Retained
3000608665,pool_236,Retained
3200056371,pool_236,Retained
3200058291,pool_236,Retained
3200062602,pool_236,Retained
3200064281,pool_236,Retained
3200064296,pool_236,Retained
3800030114,pool_236,Retained
3800030233,pool_236,Retained
3800030833,pool_236,Retained
3800033298,pool_236,Retained
3800033474,pool_236,Retained
3800033950,pool_236,Retained
3800034311,pool_236,Retained
3800034876,pool_236,Retained
3800035530,pool_236,Retained
3800035920,pool_236,Retained
600138225,pool_236,Retained
600139658,pool_236,Retained
600140828,pool_236,Retained
600141354,pool_236,Retained
600141891,pool_236,Retained
600142193,pool_236,Retained
600142254,pool_236,Retained
600142451,pool_236,Retained
600142781,pool_236,Retained
600143079,pool_236,Retained
600143114,pool_236,Retained
600143462,pool_236,Retained
600143594,pool_236,Retained
600143852,pool_236,Retained
600144357,pool_236,Retained
600144386,pool_236,Retained
600144391,pool_236,Retained
600144597,pool_236,Retained
600144717,pool_236,Retained
600144941,pool_236,Retained
600144978,pool_236,Retained
600145049,pool_236,Retained
600145117,pool_236,Retained
600145214,pool_236,Retained
600145281,pool_236,Retained
600145399,pool_236,Retained
600145486,pool_236,Retained
600145623,pool_236,Retained
600145660,pool_236,Retained
600145730,pool_236,Retained
600145781,pool_236,Retained
600146090,pool_236,Retained
600146134,pool_236,Retained
600146238,pool_236,Retained
600146479,pool_236,Retained
600146647,pool_236,Retained
600146653,pool_236,Retained
600146708,pool_236,Retained
600146743,pool_236,Retained
600147549,pool_236,Retained
103393449,pool_237,Two Harbors
103415773,pool_237,Two Harbors
103418312,pool_237,Two Harbors
103427337,pool_237,Two Harbors
103447593,pool_237,Two Harbors
103462583,pool_237,Two Harbors
103479674,pool_237,Two Harbors
103483380,pool_237,Two Harbors
103485855,pool_237,Two Harbors
103497578,pool_237,Two Harbors
103508042,pool_237,Two Harbors
3000453256,pool_237,Two Harbors
3000467588,pool_237,Two Harbors
3000525052,pool_237,Two Harbors
3000526435,pool_237,Two Harbors
3000549004,pool_237,Two Harbors
3000557340,pool_237,Two Harbors
3000575909,pool_237,Two Harbors
3000578519,pool_237,Two Harbors
3000578663,pool_237,Two Harbors
3000578830,pool_237,Two Harbors
3000578929,pool_237,Two Harbors
3000579413,pool_237,Two Harbors
3000586352,pool_237,Two Harbors
3000588167,pool_237,Two Harbors
3000590052,pool_237,Two Harbors
3000592152,pool_237,Two Harbors
3000593431,pool_237,Two Harbors
3000593947,pool_237,Two Harbors
3000595817,pool_237,Two Harbors
3000597334,pool_237,Two Harbors
3000597547,pool_237,Two Harbors
3000597782,pool_237,Two Harbors
3000598601,pool_237,Two Harbors
3000609135,pool_237,Two Harbors
3200063984,pool_237,Two Harbors
3200064920,pool_237,Two Harbors
3600004073,pool_237,Two Harbors
3700002377,pool_237,Two Harbors
3800029440,pool_237,Two Harbors
600140707,pool_237,Two Harbors
600142479,pool_237,Two Harbors
600144911,pool_237,Two Harbors
600144950,pool_237,Two Harbors
600145199,pool_237,Two Harbors
600145505,pool_237,Two Harbors
600146040,pool_237,Two Harbors
600147224,pool_237,Two Harbors
103408508,pool_238,Pingora
103420030,pool_238,Pingora
103420814,pool_238,Pingora
103433110,pool_238,Pingora
103440510,pool_238,Pingora
103440998,pool_238,Pingora
103451172,pool_238,Pingora
103451594,pool_238,Pingora
103451640,pool_238,Pingora
103452539,pool_238,Pingora
103454272,pool_238,Pingora
103455297,pool_238,Pingora
103459366,pool_238,Pingora
103463862,pool_238,Pingora
103465195,pool_238,Pingora
103465302,pool_238,Pingora
103465557,pool_238,Pingora
103468204,pool_238,Pingora
103469241,pool_238,Pingora
103470066,pool_238,Pingora
103471756,pool_238,Pingora
103472266,pool_238,Pingora
103474318,pool_238,Pingora
103475217,pool_238,Pingora
103476363,pool_238,Pingora
103478199,pool_238,Pingora
103479663,pool_238,Pingora
103482786,pool_238,Pingora
103483742,pool_238,Pingora
103485142,pool_238,Pingora
103488079,pool_238,Pingora
103488322,pool_238,Pingora
103494912,pool_238,Pingora
103495335,pool_238,Pingora
103495506,pool_238,Pingora
103498237,pool_238,Pingora
103503605,pool_238,Pingora
103505598,pool_238,Pingora
103506044,pool_238,Pingora
103507864,pool_238,Pingora
103510943,pool_238,Pingora
3000491819,pool_238,Pingora
3000586351,pool_238,Pingora
3000587087,pool_238,Pingora
3000591160,pool_238,Pingora
3000591422,pool_238,Pingora
3000591882,pool_238,Pingora
3000593270,pool_238,Pingora
3000593363,pool_238,Pingora
3000593402,pool_238,Pingora
3000596340,pool_238,Pingora
3000597412,pool_238,Pingora
3000599584,pool_238,Pingora
3000599985,pool_238,Pingora
3000604901,pool_238,Pingora
3000605048,pool_238,Pingora
3200062769,pool_238,Pingora
3200063992,pool_238,Pingora
600139472,pool_238,Pingora
600142757,pool_238,Pingora
600144071,pool_238,Pingora
600145022,pool_238,Pingora
600147198,pool_238,Pingora
103392505,pool_240,Retained
103450423,pool_240,Retained
103469697,pool_240,Retained
3000519031,pool_240,Retained
3000540273,pool_240,Retained
3000563092,pool_240,Retained
3000569970,pool_240,Retained
3000574574,pool_240,Retained
3000577072,pool_240,Retained
3000581775,pool_240,Retained
3000586095,pool_240,Retained
3000587794,pool_240,Retained
3000589343,pool_240,Retained
3000591597,pool_240,Retained
3000599779,pool_240,Retained
3800034011,pool_240,Retained
3800034335,pool_240,Retained
600142580,pool_240,Retained
600144350,pool_240,Retained
600146588,pool_240,Retained
600147242,pool_240,Retained
103412684,pool_241,Two Harbors
103497552,pool_241,Two Harbors
3000580804,pool_241,Two Harbors
3000589165,pool_241,Two Harbors
600134355,pool_241,Two Harbors
600147577,pool_241,Two Harbors
103375292,pool_242,Pingora
103441018,pool_242,Pingora
103467570,pool_242,Pingora
3000318300,pool_242,Pingora
3000530234,pool_242,Pingora
3000549592,pool_242,Pingora
3000557972,pool_242,Pingora
3000567060,pool_242,Pingora
3000572940,pool_242,Pingora
3000582053,pool_242,Pingora
3000594318,pool_242,Pingora
3000597373,pool_242,Pingora
3000599929,pool_242,Pingora
3000602120,pool_242,Pingora
3000604156,pool_242,Pingora
3000605950,pool_242,Pingora
3000605994,pool_242,Pingora
3200054811,pool_242,Pingora
600141337,pool_242,Pingora
600143474,pool_242,Pingora
600145778,pool_242,Pingora
600146258,pool_242,Pingora
600147021,pool_242,Pingora
103469529,pool_244,Retained
3000484107,pool_244,Retained
3000496522,pool_244,Retained
3000575681,pool_244,Retained
3000580168,pool_244,Retained
3000583473,pool_244,Retained
3000583667,pool_244,Retained
3000597017,pool_244,Retained
600141156,pool_244,Retained
600145232,pool_244,Retained
3000594327,pool_246,Pingora
3200058102,pool_246,Pingora
600144664,pool_246,Pingora
103417434,pool_248,Retained
103447342,pool_248,Retained
103481090,pool_248,Retained
3000314075,pool_248,Retained
3000468136,pool_248,Retained
3000531134,pool_248,Retained
3000538020,pool_248,Retained
3000542998,pool_248,Retained
3000543823,pool_248,Retained
3000545217,pool_248,Retained
3000546826,pool_248,Retained
3000552203,pool_248,Retained
3000555489,pool_248,Retained
3000560072,pool_248,Retained
3000563552,pool_248,Retained
3000574091,pool_248,Retained
3000580723,pool_248,Retained
3000582334,pool_248,Retained
3000583715,pool_248,Retained
3000584268,pool_248,Retained
3000585584,pool_248,Retained
600131391,pool_248,Retained
600140032,pool_248,Retained
600141433,pool_248,Retained
600144852,pool_248,Retained
600145652,pool_248,Retained
600146061,pool_248,Retained
600146912,pool_248,Retained
3000604302,pool_249,Pingora
3000588738,pool_251,Retained
3000590068,pool_251,Retained
102776883,pool_252,Pingora
103425582,pool_252,Pingora
103450548,pool_252,Pingora
103457579,pool_252,Pingora
103465931,pool_252,Pingora
103496164,pool_252,Pingora
103513473,pool_252,Pingora
3000448519,pool_252,Pingora
3000493349,pool_252,Pingora
3000503000,pool_252,Pingora
3000536872,pool_252,Pingora
3000545735,pool_252,Pingora
3000575360,pool_252,Pingora
3000578817,pool_252,Pingora
3000578961,pool_252,Pingora
3000590463,pool_252,Pingora
3000595618,pool_252,Pingora
3000598465,pool_252,Pingora
3200057735,pool_252,Pingora
600134918,pool_252,Pingora
600141418,pool_252,Pingora
600143959,pool_252,Pingora
600144652,pool_252,Pingora
600144869,pool_252,Pingora
600147385,pool_252,Pingora
103431424,pool_258,Pingora
103439465,pool_259,Retained
103453808,pool_259,Retained
103457111,pool_259,Retained
103458304,pool_259,Retained
103474908,pool_259,Retained
103477820,pool_259,Retained
3000522216,pool_259,Retained
103439479,pool_260,Two Harbors
103447577,pool_260,Two Harbors
103472520,pool_260,Two Harbors
103487062,pool_260,Two Harbors
3000579520,pool_260,Two Harbors
3000586908,pool_260,Two Harbors
600135401,pool_260,Two Harbors
600141987,pool_260,Two Harbors
600143478,pool_260,Two Harbors
600144998,pool_260,Two Harbors
103475590,pool_263,Retained
3000552949,pool_263,Retained
3000580941,pool_263,Retained
3000595902,pool_263,Retained
600139099,pool_263,Retained
600142503,pool_263,Retained
600143973,pool_263,Retained
600144800,pool_263,Retained
600146080,pool_263,Retained
600146396,pool_263,Retained
600146714,pool_263,Retained
600147165,pool_263,Retained
103453402,pool_264,Two Harbors
103489673,pool_264,Two Harbors
3000581992,pool_264,Two Harbors
3000588507,pool_264,Two Harbors
3000604653,pool_264,Two Harbors
3800032282,pool_264,Two Harbors
600139775,pool_264,Two Harbors
600141458,pool_264,Two Harbors
600143430,pool_264,Two Harbors
600145149,pool_264,Two Harbors
600145502,pool_264,Two Harbors
600145532,pool_264,Two Harbors
600147723,pool_264,Two Harbors
103474928,pool_265,Pingora
103475973,pool_265,Pingora
3000591499,pool_265,Pingora
103478849,pool_267,Retained
3200056212,pool_267,Retained
600134609,pool_267,Retained
600136717,pool_267,Retained
600146195,pool_267,Retained
3000561232,pool_269,Pingora
3000585468,pool_271,Retained
103464268,pool_272,Two Harbors
3800030455,pool_272,Two Harbors
103432892,pool_284,Retained
103446472,pool_284,Retained
103449211,pool_284,Retained
600139404,pool_284,Retained
103416238,pool_3,Two Harbors
103428714,pool_3,Two Harbors
103435419,pool_3,Two Harbors
103439625,pool_3,Two Harbors
103443883,pool_3,Two Harbors
103450714,pool_3,Two Harbors
103451644,pool_3,Two Harbors
103456375,pool_3,Two Harbors
103479160,pool_3,Two Harbors
103480375,pool_3,Two Harbors
103493374,pool_3,Two Harbors
103444389,pool_32,Retained
103458209,pool_32,Retained
103466018,pool_32,Retained
3000560743,pool_32,Retained
3000570439,pool_32,Retained
600146239,pool_32,Retained
103416770,pool_33,Two Harbors
103418846,pool_33,Two Harbors
103428417,pool_33,Two Harbors
103433084,pool_33,Two Harbors
103435361,pool_33,Two Harbors
103435539,pool_33,Two Harbors
103442619,pool_33,Two Harbors
103446438,pool_33,Two Harbors
103447016,pool_33,Two Harbors
103455938,pool_33,Two Harbors
103460715,pool_33,Two Harbors
103464120,pool_33,Two Harbors
103474339,pool_33,Two Harbors
103474575,pool_33,Two Harbors
103475208,pool_33,Two Harbors
103477655,pool_33,Two Harbors
103478285,pool_33,Two Harbors
103481005,pool_33,Two Harbors
103481201,pool_33,Two Harbors
103482335,pool_33,Two Harbors
103483463,pool_33,Two Harbors
103490713,pool_33,Two Harbors
3000558395,pool_33,Two Harbors
3000566840,pool_33,Two Harbors
3000575918,pool_33,Two Harbors
3000580699,pool_33,Two Harbors
3000586605,pool_33,Two Harbors
3000587141,pool_33,Two Harbors
3000589873,pool_33,Two Harbors
3000592145,pool_33,Two Harbors
3000600589,pool_33,Two Harbors
3000600959,pool_33,Two Harbors
3800029370,pool_33,Two Harbors
3800029923,pool_33,Two Harbors
3800032122,pool_33,Two Harbors
3800032348,pool_33,Two Harbors
3800033242,pool_33,Two Harbors
600142088,pool_33,Two Harbors
600143643,pool_33,Two Harbors
600144480,pool_33,Two Harbors
103435180,pool_342,Retained
103449826,pool_342,Retained
103455613,pool_342,Retained
103493973,pool_342,Retained
3000584041,pool_342,Retained
103282778,pool_355,Retained
103414908,pool_355,Retained
103424095,pool_355,Retained
3000480791,pool_355,Retained
3000521472,pool_355,Retained
3000534985,pool_355,Retained
3000542406,pool_355,Retained
3000575529,pool_355,Retained
3000576149,pool_355,Retained
3000576246,pool_355,Retained
3000588968,pool_355,Retained
3000591134,pool_355,Retained
3000596314,pool_355,Retained
103425707,pool_357,Retained
103443696,pool_357,Retained
103446172,pool_357,Retained
103481486,pool_357,Retained
3000553013,pool_357,Retained
3000570557,pool_357,Retained
3000590870,pool_357,Retained
3000591690,pool_357,Retained
3000593182,pool_357,Retained
600143757,pool_357,Retained
600143872,pool_357,Retained
103450030,pool_36,Retained
3000606162,pool_36,Retained
600132661,pool_36,Retained
600133708,pool_36,Retained
600143011,pool_36,Retained
600145624,pool_36,Retained
3000570375,pool_37,Two Harbors
3000593547,pool_37,Two Harbors
103450240,pool_370,Retained
103453321,pool_370,Retained
103506183,pool_370,Retained
3000532050,pool_370,Retained
3000583534,pool_370,Retained
3000584209,pool_370,Retained
3000605933,pool_370,Retained
600136251,pool_370,Retained
600141054,pool_370,Retained
600146163,pool_370,Retained
103460348,pool_38,Pingora
3000586004,pool_38,Pingora
3000202838,pool_389,Retained
3000587480,pool_389,Retained
3000594610,pool_389,Retained
3000603067,pool_389,Retained
600145583,pool_389,Retained
600145916,pool_389,Retained
600146233,pool_389,Retained
103446037,pool_4,Pingora
103455451,pool_4,Pingora
103386790,pool_40,Retained
3000512042,pool_40,Retained
600137199,pool_40,Retained
600142676,pool_40,Retained
600144335,pool_40,Retained
600146070,pool_40,Retained
103438261,pool_410,Retained
103444470,pool_410,Retained
103444617,pool_410,Retained
103445879,pool_410,Retained
103449143,pool_410,Retained
103451051,pool_410,Retained
103451771,pool_410,Retained
103454154,pool_410,Retained
103454343,pool_410,Retained
103455637,pool_410,Retained
103456764,pool_410,Retained
103457886,pool_410,Retained
103458276,pool_410,Retained
103459571,pool_410,Retained
103468475,pool_410,Retained
103471895,pool_410,Retained
103472637,pool_410,Retained
103473177,pool_410,Retained
103476379,pool_410,Retained
103476639,pool_410,Retained
103478083,pool_410,Retained
103478241,pool_410,Retained
103478928,pool_410,Retained
103481713,pool_410,Retained
103482800,pool_410,Retained
103484769,pool_410,Retained
103492617,pool_410,Retained
103493113,pool_410,Retained
103495703,pool_410,Retained
600134176,pool_410,Retained
600140130,pool_410,Retained
600140555,pool_410,Retained
600142955,pool_410,Retained
600144741,pool_410,Retained
600146160,pool_410,Retained
600146362,pool_410,Retained
103422386,pool_411,Two Harbors
103426078,pool_411,Two Harbors
103432502,pool_411,Two Harbors
103449467,pool_411,Two Harbors
103455254,pool_411,Two Harbors
103459671,pool_411,Two Harbors
103462778,pool_411,Two Harbors
103467993,pool_411,Two Harbors
103470831,pool_411,Two Harbors
103474445,pool_411,Two Harbors
103475087,pool_411,Two Harbors
103484691,pool_411,Two Harbors
103484944,pool_411,Two Harbors
103485974,pool_411,Two Harbors
103488281,pool_411,Two Harbors
103490873,pool_411,Two Harbors
3000574842,pool_411,Two Harbors
3000581813,pool_411,Two Harbors
3800029753,pool_411,Two Harbors
103396625,pool_413,Retained
103422334,pool_413,Retained
103458288,pool_413,Retained
3000593346,pool_413,Retained
600129179,pool_413,Retained
600137891,pool_413,Retained
103483066,pool_414,Two Harbors
103490294,pool_414,Two Harbors
600144494,pool_414,Two Harbors
600145701,pool_414,Two Harbors
103399426,pool_415,Pingora
103408844,pool_415,Pingora
103425841,pool_415,Pingora
103443046,pool_415,Pingora
103447838,pool_415,Pingora
103449191,pool_415,Pingora
103463329,pool_415,Pingora
103463697,pool_415,Pingora
103481588,pool_415,Pingora
3000493951,pool_415,Pingora
3000581945,pool_415,Pingora
3000582858,pool_415,Pingora
3000585239,pool_415,Pingora
3000589893,pool_415,Pingora
3000593341,pool_415,Pingora
3000595464,pool_415,Pingora
3000601537,pool_415,Pingora
600129732,pool_415,Pingora
600143788,pool_415,Pingora
600144175,pool_415,Pingora
600144579,pool_415,Pingora
600144582,pool_415,Pingora
600144583,pool_415,Pingora
600144943,pool_415,Pingora
600144963,pool_415,Pingora
600146618,pool_415,Pingora
600147803,pool_415,Pingora
103468330,pool_44,Retained
103389421,pool_441,Retained
103419654,pool_441,Retained
3800029793,pool_441,Retained
600121648,pool_441,Retained
600128279,pool_441,Retained
600139784,pool_441,Retained
600141723,pool_441,Retained
600144083,pool_441,Retained
600144452,pool_441,Retained
600144748,pool_441,Retained
600144761,pool_441,Retained
600144768,pool_441,Retained
