Pool,Loan,Price,Amount,Fico,Dti,IsExpensive,IsCalifornia,IsCashout,IsPrimary
pool_18,600135579,170394.91130443,164000,621,42.298,0,1,0,1
pool_18,600135683,620119.261368917,620000,774,45.967,0,0,0,0
pool_18,600136583,383605.401071242,380000,643,50.801,0,1,1,0
pool_18,600136717,661270.383693457,655500,707,46.573,1,0,0,1
pool_18,600139178,131368.263104645,129000,620,39.542,0,0,0,0
pool_18,600139896,313767.044485821,315000,802,31.161,0,0,1,0
pool_18,600140243,424903.122591824,419000,758,46.855,0,1,0,0
pool_18,600142031,420766.054418278,415227.14,698,46.373,0,0,0,1
pool_18,600142695,107011.330530661,105000,756,28.752,0,0,1,0
pool_18,600142697,107011.330530661,105000,756,27.313,0,0,1,0
pool_18,600142998,550199.389468721,535000,654,37.446,1,0,0,1
pool_18,600143459,486931.299040363,480000,775,41.838,0,1,0,1
pool_18,600144122,293686.161493252,290000,703,36.687,0,1,1,0
pool_18,600144793,623066.777023033,617000,787,34.057,0,1,0,0
pool_18,600144845,563628.865837068,555200,708,43.429,1,0,0,1
pool_18,600144847,250541.99976471,244287.97,746,37.479,0,0,0,1
pool_18,600144970,88597.1311539772,87000,800,35.999,0,0,1,0
pool_18,600145042,218648.983378203,210000,777,49.075,0,0,0,0
pool_18,600145098,397979.155695975,392200,770,33.938,0,1,0,0
pool_18,600145133,471436.500179084,466500,773,45.079,0,1,0,0
pool_18,600145144,211820.154859366,206625,772,47.89,0,0,0,1
pool_18,600145628,189266.390650403,185000,761,25.252,0,0,1,1
pool_18,600145870,304725.80301324,300000,767,22.295,0,0,0,0
pool_18,600145880,151157.202544713,149693,794,43.832,0,0,0,0
pool_18,600145883,135135.154746741,133828,794,43.076,0,0,0,0
pool_18,600146201,364619.41561589,360000,749,47.014,0,1,1,0
pool_18,600146780,213840.116609269,210000,785,28.09,0,1,0,0
pool_18,600146910,242240.926237307,238000,712,42.347,0,0,1,1
pool_18,600147612,487041.177902672,484350,697,35.212,0,0,0,1
pool_180,103422386,281601.422414012,281000,781,47.863,0,0,1,1
pool_180,103424434,228746.801725731,224000,776,37.873,0,1,0,1
pool_180,103432765,188885.108556253,188000,708,44.666,0,0,1,1
pool_180,103432930,322908.864667392,315000,763,43.62,0,0,0,0
pool_180,103433499,203318.20575316,200000,775,16.542,0,0,0,1
pool_180,103433694,405849.374930976,400000,770,25.007,0,0,0,1
pool_180,103438261,209632.49242267,208500,769,48.378,0,0,1,1
pool_180,103444429,234552.974201752,229000,753,44.075,0,0,0,1
pool_180,103444470,203858.177054863,207100,743,22.934,0,0,0,1
pool_180,103444615,507653.099630509,496500,720,48.932,1,0,0,1
pool_180,103444617,203950.354160575,204000,785,43.466,0,0,1,1
pool_180,103448117,337032.326667902,328930,684,44.614,0,0,0,1
pool_180,103449467,384219.111243433,384000,771,36.125,0,0,1,1
pool_180,103450538,278673.915503062,273000,803,27,0,0,0,1
pool_180,103451012,211250.779464394,208000,716,44.486,0,0,0,1
pool_180,103451051,326327.726441353,323000,765,36.771,0,0,1,1
pool_180,103451073,230337.201630215,226000,696,46.109,0,0,0,1
pool_180,103451198,439480.858879643,433747,795,38.838,0,0,0,1
pool_180,103451686,476934.470136361,472000,748,32.845,0,1,1,1
pool_180,103451771,252289.004157193,258000,750,42.015,0,1,1,1
pool_180,103452164,273885.276314713,268000,803,31.391,0,1,0,1
pool_180,103453976,600380.538475249,589000,796,33.163,1,1,0,1
pool_180,103454154,361283.638355687,360000,722,43.304,0,0,1,1
pool_180,103454343,359866.81616572,360000,763,29.196,0,0,1,1
pool_180,103454386,351015.14472502,344739,801,41.237,0,1,0,1
pool_180,103454390,270332.825178073,265700,792,28.657,0,0,0,1
pool_180,103454854,287000.038211956,282000,793,20.078,0,0,0,1
pool_180,103455206,283940.012627258,279193,747,44.1,0,0,1,1
pool_180,103455254,400737.64424534,402500,763,33.575,0,0,0,1
pool_180,103455637,116970.313136833,116000,802,26.835,0,0,1,1
pool_180,103457886,252593.970313026,250500,796,48.294,0,0,0,1
pool_180,103459092,252715.38058186,250000,817,20.288,0,0,0,1
pool_180,103459225,183234.844592428,180000,666,30.164,0,0,1,1
pool_180,103461387,287340.36834826,279000,803,36.464,0,0,0,1
pool_180,103461663,200361.950260014,196000,720,40.327,0,0,1,1
pool_180,103462619,277593.066381628,270700,771,34.329,0,0,0,1
pool_180,103462778,358503.1299251,355000,706,32.386,0,0,0,1
pool_180,103462984,205770.772177302,200000,705,38.57,0,0,0,1
pool_180,103465311,116393.170253274,114000,767,49.741,0,0,0,1
pool_180,103466066,304705.923945549,298000,794,42.019,0,0,0,1
pool_180,103466547,197022.949035362,192000,806,29.11,0,0,0,0
pool_180,103467042,213944.325107941,212000,735,18.185,0,0,1,1
pool_180,103467287,200246.065372171,196750,792,22.431,0,0,0,1
pool_180,103468423,184381.754095652,180000,738,47.803,0,0,1,1
pool_180,103469563,294179.562111255,293000,798,50.338,0,1,0,0
pool_180,103470831,203180.10575316,200000,752,42.487,0,0,1,1
pool_180,103472031,725598.380838785,709200,720,25.847,1,0,0,1
pool_180,103472064,387476.528689227,377000,803,45.48,0,1,0,1
pool_180,103473075,235739.67486853,231300,768,34.162,0,0,0,1
pool_180,103473098,238771.265654381,232800,761,35.435,0,0,0,1
pool_180,103473177,188808.173604204,187500,769,25.531,0,0,0,1
pool_180,103473309,102433.931164251,100000,802,31.418,0,0,1,1
pool_180,103474445,348366.906665293,347000,693,34.331,0,0,0,1
pool_180,103475977,367761.452824862,363000,788,14.234,0,1,0,1
pool_180,103476172,420473.16281452,414000,801,27.341,0,0,1,1
pool_180,103476290,195300.084594405,190200,781,18.178,0,0,0,1
pool_180,103478723,152323.659882319,150001,753,29.815,0,0,1,1
pool_180,103479443,361714.988619392,357000,781,39.84,0,0,0,1
pool_180,103479509,467013.870867857,458776,735,36.109,0,0,0,1
pool_180,103479843,282289.081266757,278000,755,40.005,0,1,1,1
pool_180,103479989,225042.177556387,224000,731,30.107,0,0,1,1
pool_180,103480350,277053.203095531,272000,782,25.607,0,0,1,1
pool_180,103480601,462062.156283644,457000,785,23.741,0,0,0,1
pool_180,103480849,165893.998546874,162250,805,24.823,0,0,0,1
pool_180,103481139,296853.297889978,293600,791,40.346,0,0,1,1
pool_180,103481746,301804.242975633,297000,749,26.991,0,0,1,1
pool_180,103482800,561349.873061411,552000,718,30.566,1,1,0,1
pool_180,103482984,209963.770932944,207500,796,30.792,0,0,0,1
pool_180,103483470,199411.061591174,197600,735,31.469,0,0,1,1
pool_180,103483874,397461.45052003,392000,734,29.822,0,0,1,1
pool_180,103484691,225313.855643049,223200,744,25.212,0,0,0,1
pool_180,103484769,243573.288903792,240000,804,33.065,0,0,1,1
pool_180,103485159,208117.964914453,206900,749,33.115,0,1,0,1
pool_180,103485922,491882.845629835,486300,766,49.862,1,1,0,1
pool_180,103486269,419733.910033702,410000,760,30.808,0,0,0,1
pool_180,103486950,242202.847955345,238400,746,35.853,0,0,1,1
pool_180,103488189,277875.730889899,272000,751,30.634,0,0,0,1
pool_180,103488281,328214.402318577,330000,700,37.298,0,0,1,1
pool_180,103488574,242802.886785304,236600,777,39.982,0,0,0,1
pool_180,103489259,418569.892662125,411500,755,27.048,0,0,0,1
pool_180,103490005,237697.565889765,236000,734,42.787,0,0,1,1
pool_180,103491619,322878.425063107,318850,753,42.523,0,0,0,1
pool_180,103493113,409056.11440015,405000,790,18.391,0,1,1,1
pool_180,103495578,185998.596805239,182400,758,48.337,0,0,1,1
pool_180,103501731,395042.176283489,392000,714,34.297,0,0,0,1
pool_180,103502966,203852.672328502,200000,748,49.371,0,0,1,1
pool_180,3000574842,629112.66722435,618750,775,21.166,1,0,0,1
pool_180,3000591711,218221.890323513,213700,787,34.26,0,1,0,1
pool_180,3000592259,333647.047293271,324000,779,32.387,0,0,0,1
pool_180,3000595095,345307.799121129,337500,788,22.976,0,0,0,1
pool_180,3800029753,352269.507517313,353454,709,34.783,0,0,0,1
pool_180,600144242,390964.365835797,381000,791,40.233,0,0,0,1
pool_180,600144728,238512.573806419,233000,794,38.338,0,0,0,1
pool_180,600144741,374859.944143348,370000,760,23.718,0,0,0,1
pool_180,600144939,416966.424503876,408400,754,36.089,0,0,0,1
pool_180,600145657,335740.65833176,327000,757,35.686,0,0,0,1
pool_181,103395621,243263.486866439,236500,671,49.493,0,0,1,1
pool_181,103421508,149897.495222603,145000,700,49.574,0,0,1,1
pool_181,103422386,279968.120664384,281000,781,47.863,0,0,1,1
pool_181,103424434,228720.235726028,224000,776,37.873,0,1,0,1
pool_181,103425841,216366.839606164,215000,697,48.9,0,0,1,0
pool_181,103431648,560272.627589042,548000,711,31.243,1,1,0,1
pool_181,103432765,188596.835698631,188000,708,44.666,0,0,1,1
pool_181,103432930,323473.009417809,315000,763,43.62,0,0,0,0
pool_181,103433499,202863.465753424,200000,775,16.542,0,0,0,1
pool_181,103433694,403931.884931508,400000,770,25.007,0,0,0,1
pool_181,103435458,223980.253923288,218400,756,49.743,0,0,1,1
pool_181,103436757,195366.739863552,191462,723,41.158,0,0,1,1
pool_181,103438261,209280.079047945,208500,769,48.378,0,0,1,1
pool_181,103444429,234090.427952054,229000,753,44.075,0,0,0,1
pool_181,103444615,508726.238106163,496500,720,48.932,1,0,0,1
pool_181,103444617,202903.435315068,204000,785,43.466,0,0,1,1
pool_181,103445744,193766.494898629,186400,762,47.902,0,0,0,1
pool_181,103447838,259062.072550684,258300,733,28.853,0,1,0,0
pool_181,103448117,337800.077436507,328930,684,44.614,0,0,0,1
pool_181,103448784,174483.144126712,168500,785,42.549,0,0,1,1
pool_181,103449191,285349.521832192,281250,749,36.872,0,1,1,0
pool_181,103449467,381894.201534247,384000,771,36.125,0,0,1,1
pool_181,103450538,278107.115753425,273000,803,27,0,0,0,1
pool_181,103451012,211633.956821918,208000,716,44.486,0,0,0,1
pool_181,103451051,325749.986191781,323000,765,36.771,0,0,1,1
pool_181,103451073,229665.93630137,226000,696,46.109,0,0,0,1
pool_181,103451138,183842.548247259,178620,744,38.331,0,0,0,1
pool_181,103451198,436995.604524968,433747,795,38.838,0,0,0,1
pool_181,103451686,476756.658136985,472000,748,32.845,0,1,1,1
pool_181,103451876,187261.859607534,181700,714,26.454,0,0,0,1
pool_181,103452093,322132.442773973,315000,691,48.29,0,0,1,1
pool_181,103452164,273709.33131507,268000,803,31.391,0,1,0,1
pool_181,103453480,412569.869945205,404000,763,29.872,0,0,1,1
pool_181,103453976,599587.851226027,589000,796,33.163,1,1,0,1
pool_181,103454154,360587.038356166,360000,722,43.304,0,0,1,1
pool_181,103454343,357838.756438356,360000,763,29.196,0,0,1,1
pool_181,103454386,350441.264930079,344739,801,41.237,0,1,0,1
pool_181,103454390,269921.142453424,265700,792,28.657,0,0,0,1
pool_181,103454854,286474.814712328,282000,793,20.078,0,0,0,1
pool_181,103455206,283663.639024433,279193,747,44.1,0,0,1,1
pool_181,103455637,116891.230136987,116000,802,26.835,0,0,1,1
pool_181,103457886,251128.337188357,250500,796,48.294,0,0,0,1
pool_181,103458038,179268.927342465,176000,739,44.354,0,0,1,1
pool_181,103458280,161872.797945205,156000,700,40.447,0,0,1,1
pool_181,103458634,209993.08999315,203800,652,48.958,0,0,0,1
pool_181,103459092,251243.803082193,250000,817,20.288,0,0,0,1
pool_181,103459225,183291.320136987,180000,666,30.164,0,0,1,1
pool_181,103459945,202640.535616438,200000,816,26.317,0,0,1,0
pool_181,103461387,287882.606198631,279000,803,36.464,0,0,0,1
pool_181,103461663,200152.831260273,196000,720,40.327,0,0,1,1
pool_181,103461758,299700.016667451,291368,764,34.067,0,0,1,1
pool_181,103462296,348969.730547944,340000,742,26.295,0,0,1,1
pool_181,103462619,277881.034786987,270700,771,34.329,0,0,0,1
pool_181,103462778,357869.13671233,355000,706,32.386,0,0,0,1
pool_181,103462984,206147.612328768,200000,705,38.57,0,0,0,1
pool_181,103464577,122676.630522261,118750,750,32.818,0,0,0,1
pool_181,103464945,377496.308839041,365500,788,30.18,0,1,0,1
pool_181,103465311,116381.102753425,114000,767,49.741,0,0,0,1
pool_181,103465812,224943.733011644,217100,791,20.91,0,0,0,1
pool_181,103465900,202706.289726027,196000,707,43.447,0,0,0,1
pool_181,103466066,304645.134671233,298000,794,42.019,0,0,0,1
pool_181,103466547,197279.603835617,192000,806,29.11,0,0,0,0
pool_181,103467042,214432.765068492,212000,735,18.185,0,0,1,1
pool_181,103467287,199971.995684931,196750,792,22.431,0,0,0,1
pool_181,103467399,205593.535616438,200000,815,33.842,0,0,1,1
pool_181,103467678,203262.85890411,200000,716,45.698,0,0,1,1
pool_181,103468293,518905.027178081,512000,771,42.066,1,0,1,1
pool_181,103468423,184670.23109589,180000,738,47.803,0,0,1,1
pool_181,103468750,217589.54710959,214000,735,29.32,0,0,1,1
pool_181,103469240,115904.063784247,112500,777,45.765,0,0,1,1
pool_181,103469563,295328.432061645,293000,798,50.338,0,1,0,0
pool_181,103470014,346554.0065137,337000,770,48.785,0,0,1,1
pool_181,103470179,283555.132811643,275500,724,23.406,0,0,0,1
pool_181,103470303,215674.791753425,212000,738,50.231,0,0,1,1
pool_181,103470831,202910.465753424,200000,752,42.487,0,0,1,1
pool_181,103472031,724309.714939724,709200,720,25.847,1,0,0,1
pool_181,103472064,388207.559239727,377000,803,45.48,0,1,0,1
pool_181,103473075,235089.729743835,231300,768,34.162,0,0,0,1
pool_181,103473098,239006.827150684,232800,761,35.435,0,0,0,1
pool_181,103473205,592265.153287673,580000,797,39.557,1,1,1,1
pool_181,103473309,102638.506164384,100000,802,31.418,0,0,1,1
pool_181,103474445,346121.043678082,347000,693,34.331,0,0,0,1
pool_181,103474493,116848.358087672,112800,809,21.288,0,0,0,1
pool_181,103475977,365700.317075343,363000,788,14.234,0,1,0,1
pool_181,103476172,420244.864315068,414000,801,27.341,0,0,1,1
pool_181,103476290,195620.357124657,190200,781,18.178,0,0,0,1
pool_181,103476617,227989.494212329,223000,730,44.188,0,0,1,1
pool_181,103477808,234987.933315069,232000,718,41.898,0,0,1,1
pool_181,103478723,152300.282209267,150001,753,29.815,0,0,1,1
pool_181,103479443,361226.634369863,357000,781,39.84,0,0,0,1
pool_181,103479509,466171.300782465,458776,735,36.109,0,0,0,1
pool_181,103479816,160378.795102739,155000,766,28.972,0,0,0,1
pool_181,103479843,282124.265767124,278000,755,40.005,0,1,1,1
pool_181,103479989,225080.235726028,224000,731,30.107,0,0,1,1
pool_181,103480350,276669.233095892,272000,782,25.607,0,0,1,1
pool_181,103480601,459316.254034249,457000,785,23.741,0,0,0,1
pool_181,103480849,165811.224484589,162250,805,24.823,0,0,0,1
pool_181,103481139,296640.332312328,293600,791,40.346,0,0,1,1
pool_181,103481173,199708.697161644,195200,749,22.997,0,0,1,1
pool_181,103481588,187653.713616438,184000,704,32.726,0,0,1,1
pool_181,103481746,301626.054226026,297000,749,26.991,0,0,1,1
pool_181,103481822,158507.536386986,157500,686,42.43,0,0,1,1
pool_181,103482800,559929.565479452,552000,718,30.566,1,1,0,1
pool_181,103482828,161191.137780822,156000,732,33.488,0,0,1,1
pool_181,103482984,208879.029058219,207500,796,30.792,0,0,0,1
pool_181,103483470,199866.501780822,197600,735,31.469,0,0,1,1
pool_181,103483874,397442.598520549,392000,734,29.822,0,0,1,1
pool_181,103484691,225079.371780822,223200,744,25.212,0,0,0,1
pool_181,103484769,243038.838904109,240000,804,33.065,0,0,1,1
pool_181,103485632,194471.881900684,191500,681,33.566,0,0,1,1
pool_181,103485922,488546.398255481,486300,766,49.862,1,1,0,1
pool_181,103486269,419659.132534248,410000,760,30.808,0,0,0,1
pool_181,103486950,242618.045095891,238400,746,35.853,0,0,1,1
pool_181,103488189,277811.905095892,272000,751,30.634,0,0,0,1
pool_181,103488281,326245.510068493,330000,700,37.298,0,0,1,1
pool_181,103488574,242477.391735617,236600,777,39.982,0,0,0,1
pool_181,103489259,417905.35828767,411500,755,27.048,0,0,0,1
pool_181,103489981,230970.516267123,225000,720,31.58,0,0,1,1
pool_181,103490005,237362.165068494,236000,734,42.787,0,0,1,1
pool_181,103491619,321001.653451027,318850,753,42.523,0,0,0,1
pool_181,103493113,408282.643150687,405000,790,18.391,0,1,1,1
pool_181,103495578,185912.514805479,182400,758,48.337,0,0,1,1
pool_181,103501731,394396.712876712,392000,714,34.297,0,0,0,1
pool_181,103502966,204155.612328768,200000,748,49.371,0,0,1,1
pool_181,3000253864,325147.432626848,314000,722,36.642,0,0,0,1
pool_181,3000305571,487244.177643288,469000,808,19.028,0,0,0,1
pool_181,3000493951,207510.673858439,199900,788,47.735,0,0,0,1
pool_181,3000539825,318300.299778108,307621,775,39.742,0,0,0,1
pool_181,3000549035,304068.744421919,295000,723,37.248,0,0,0,1
pool_181,3000552369,400802.337305086,388180,781,33.496,0,1,0,1
pool_181,3000566545,116576.900068822,113600,748,44.568,0,0,1,1
pool_181,3000566788,183517.298506028,178500,730,45.438,0,0,1,1
pool_181,3000574644,294820.544916164,288000,745,33.616,0,0,1,1
pool_181,3000574842,627664.463162674,618750,775,21.166,1,0,0,1
pool_181,3000581945,142659.981104629,138800,755,48.533,0,0,0,1
pool_181,3000582511,219330.622860767,212900,786,31.257,0,1,0,1
pool_181,3000591711,218196.665898795,213700,787,34.26,0,1,0,1
pool_181,3000592259,334350.5178937,324000,779,32.387,0,0,0,1
pool_181,3000593341,350753.999449316,345000,756,45.744,0,1,0,0
pool_181,3000595095,345230.337246577,337500,788,22.976,0,0,0,1
pool_181,3000596917,214906.840384795,209000,749,36.156,0,0,1,1
pool_181,3000598113,381904.310969862,370000,808,40.335,0,0,0,1
pool_181,3000599994,268536.798049315,260000,700,44.843,0,0,0,1
pool_181,3000600400,676720.617263012,655000,765,26.269,1,1,0,1
pool_181,3200056325,380336.288685266,369648,727,46.143,0,0,0,1
pool_181,600141983,157365.690650685,155000,773,50.059,0,0,1,0
pool_181,600143760,286610.831582192,277000,693,41.302,0,1,1,1
pool_181,600144242,391436.996486303,381000,791,40.233,0,0,0,1
pool_181,600144586,213436.093253424,210000,758,47.24,0,0,0,0
pool_181,600144623,531109.881179795,513000,770,37.963,1,0,0,1
pool_181,600144728,238328.259732878,233000,794,38.338,0,0,0,1
pool_181,600144741,374100.261643835,370000,760,23.718,0,0,0,1
pool_181,600144811,367484.404109591,360000,804,26.105,0,0,1,1
pool_181,600144939,416672.434621916,408400,754,36.089,0,0,0,1
pool_181,600145657,335358.961582193,327000,757,35.686,0,0,0,1
pool_181,600146606,151965.075554795,148000,710,46.281,0,0,0,1
pool_181,600146795,228737.315825343,223500,724,42.939,0,0,0,1
pool_181,600147803,246736.718630136,240000,739,37.852,0,0,1,1
pool_182,103395621,244087.794596438,236500,671,49.493,0,0,1,1
pool_182,103421508,151586.626000103,145000,700,49.574,0,0,1,1
pool_182,103422386,279660.987884384,281000,781,47.863,0,0,1,1
pool_182,103424434,229218.076686028,224000,776,37.873,0,1,0,1
pool_182,103425841,217065.190725664,215000,697,48.9,0,0,1,0
pool_182,103430102,115471.987511137,111300,789,27.416,0,0,0,1
pool_182,103431648,562156.86654904,548000,711,31.243,1,1,0,1
pool_182,103432765,189089.45721863,188000,708,44.666,0,0,1,1
pool_182,103432930,323758.86531781,315000,763,43.62,0,0,0,0
pool_182,103433499,203215.105753424,200000,775,16.542,0,0,0,1
pool_182,103433694,403593.932931508,400000,770,25.007,0,0,0,1
pool_182,103435458,224675.541531288,218400,756,49.743,0,0,1,1
pool_182,103436757,195929.516502212,191462,723,41.158,0,0,1,1
pool_182,103438261,209506.122747945,208500,769,48.378,0,0,1,1
pool_182,103444429,234334.551612055,229000,753,44.075,0,0,0,1
pool_182,103444615,509064.390096167,496500,720,48.932,1,0,0,1
pool_182,103444617,203027.905795068,204000,785,43.466,0,0,1,1
pool_182,103445744,194319.048266631,186400,762,47.902,0,0,0,1
pool_182,103447838,259812.485532274,258300,733,28.853,0,1,0,0
pool_182,103448117,338076.201806308,328930,684,44.614,0,0,0,1
pool_182,103448784,175026.706721713,168500,785,42.549,0,0,1,1
pool_182,103449191,286060.932635316,281250,749,36.872,0,1,1,0
pool_182,103449467,382170.175614247,384000,771,36.125,0,0,1,1
pool_182,103450538,278071.119353424,273000,803,27,0,0,0,1
pool_182,103451012,212223.631701919,208000,716,44.486,0,0,0,1
pool_182,103451051,326173.64579178,323000,765,36.771,0,0,1,1
pool_182,103451073,230198.069501369,226000,696,46.109,0,0,0,1
pool_182,103451138,183975.771466661,178620,744,38.331,0,0,0,1
pool_182,103451198,437644.144068107,433747,795,38.838,0,0,0,1
pool_182,103451686,477685.233016987,472000,748,32.845,0,1,1,1
pool_182,103451876,187756.732941534,181700,714,26.454,0,0,0,1
pool_182,103452093,323263.761823973,315000,691,48.29,0,0,1,1
pool_182,103452164,274243.056035069,268000,803,31.391,0,1,0,1
pool_182,103453480,413931.814025205,404000,763,29.872,0,0,1,1
pool_182,103453976,601248.246286028,589000,796,33.163,1,1,0,1
pool_182,103454154,361287.190356163,360000,722,43.304,0,0,1,1
pool_182,103454343,358284.539638356,360000,763,29.196,0,0,1,1
pool_182,103454386,351142.709211648,344739,801,41.237,0,1,0,1
pool_182,103454390,269971.267993424,265700,792,28.657,0,0,0,1
pool_182,103454854,286533.299112328,282000,793,20.078,0,0,0,1
pool_182,103455206,283951.840554474,279193,747,44.1,0,0,1,1
pool_182,103455637,117139.761336986,116000,802,26.835,0,0,1,1
pool_182,103456764,168082.966998905,167000,743,45.142,0,0,0,1
pool_182,103457886,251498.200498357,250500,796,48.294,0,0,0,1
pool_182,103458038,179446.730862465,176000,739,44.354,0,0,1,1
pool_182,103458280,162042.529665206,156000,700,40.447,0,0,1,1
pool_182,103458634,210593.40766915,203800,652,48.958,0,0,0,1
pool_182,103459092,251621.208082193,250000,817,20.288,0,0,0,1
pool_182,103459225,183518.097336986,180000,666,30.164,0,0,1,1
pool_182,103459945,202666.739616438,200000,816,26.317,0,0,1,0
pool_182,103461387,288152.852138631,279000,803,36.464,0,0,0,1
pool_182,103461663,200320.817100274,196000,720,40.327,0,0,1,1
pool_182,103461758,299987.742942812,291368,764,34.067,0,0,1,1
pool_182,103462296,350058.457347945,340000,742,26.295,0,0,1,1
pool_182,103462619,278227.062988987,270700,771,34.329,0,0,0,1
pool_182,103462778,358044.312712328,355000,706,32.386,0,0,0,1
pool_182,103462984,206561.184328768,200000,705,38.57,0,0,0,1
pool_182,103464577,123005.25164726,118750,750,32.818,0,0,0,1
pool_182,103464945,378597.21664904,365500,788,30.18,0,1,0,1
pool_182,103465311,116655.628313425,114000,767,49.741,0,0,0,1
pool_182,103465812,225422.245853643,217100,791,20.91,0,0,0,1
pool_182,103465900,203346.896246028,196000,707,43.447,0,0,0,1
pool_182,103466066,304941.905591233,298000,794,42.019,0,0,0,1
pool_182,103466547,197818.736955617,192000,806,29.11,0,0,0,0
pool_182,103467042,214979.855388494,212000,735,18.185,0,0,1,1
pool_182,103467287,200404.735284931,196750,792,22.431,0,0,0,1
pool_182,103467399,205916.739616438,200000,815,33.842,0,0,1,1
pool_182,103467678,203746.83290411,200000,716,45.698,0,0,1,1
pool_182,103468293,519466.853418081,512000,771,42.066,1,0,1,1
pool_182,103468423,185230.065895891,180000,738,47.803,0,0,1,1
pool_182,103468750,218190.911389589,214000,735,29.32,0,0,1,1
pool_182,103469240,116390.666034246,112500,777,45.765,0,0,1,1
pool_182,103469563,295653.385041645,293000,798,50.338,0,1,0,0
pool_182,103470014,346969.706253698,337000,770,48.785,0,0,1,1
pool_182,103470179,283994.683821643,275500,724,23.406,0,0,0,1
pool_182,103470303,216151.743993424,212000,738,50.231,0,0,1,1
pool_182,103470831,202965.105753424,200000,752,42.487,0,0,1,1
pool_182,103471895,331494.641260273,326250,801,20.256,0,0,0,1
pool_182,103472031,725720.803507726,709200,720,25.847,1,0,0,1
pool_182,103472064,389367.832459728,377000,803,45.48,0,1,0,1
pool_182,103473075,235018.269803835,231300,768,34.162,0,0,0,1
pool_182,103473098,239273.218558686,232800,761,35.435,0,0,0,1
pool_182,103473205,594258.54488767,580000,797,39.557,1,1,1,1
pool_182,103473309,102905.592164384,100000,802,31.418,0,0,1,1
pool_182,103474445,345780.236818082,347000,693,34.331,0,0,0,1
pool_182,103474493,117124.041143671,112800,809,21.288,0,0,0,1
pool_182,103475977,366261.494135344,363000,788,14.234,0,1,0,1
pool_182,103476172,421056.623875069,414000,801,27.341,0,0,1,1
pool_182,103476290,195964.186296658,190200,781,18.178,0,0,0,1
pool_182,103476617,228203.414672328,223000,730,44.188,0,0,1,1
pool_182,103477808,235383.417955068,232000,718,41.898,0,0,1,1
pool_182,103478723,152557.764825807,150001,753,29.815,0,0,1,1
pool_182,103479443,361846.463769862,357000,781,39.84,0,0,0,1
pool_182,103479509,466151.066785664,458776,735,36.109,0,0,0,1
pool_182,103479816,160554.223202739,155000,766,28.972,0,0,0,1
pool_182,103479843,282738.505887123,278000,755,40.005,0,1,1,1
pool_182,103479989,225578.076686027,224000,731,30.107,0,0,1,1
pool_182,103480350,276636.235975891,272000,782,25.607,0,0,1,1
pool_182,103480601,459963.568374248,457000,785,23.741,0,0,0,1
pool_182,103480849,166029.611349589,162250,805,24.823,0,0,0,1
pool_182,103481139,297136.407656329,293600,791,40.346,0,0,1,1
pool_182,103481173,199998.737865643,195200,749,22.997,0,0,1,1
pool_182,103481588,188297.419039638,184000,704,32.726,0,0,1,1
pool_182,103481746,302062.360606028,297000,749,26.991,0,0,1,1
pool_182,103481822,158678.755911987,157500,686,42.43,0,0,1,1
pool_182,103482800,560873.69187945,552000,718,30.566,1,1,0,1
pool_182,103482828,161395.056900822,156000,732,33.488,0,0,1,1
pool_182,103482984,208845.60270822,207500,796,30.792,0,0,0,1
pool_182,103483470,200377.450116823,197600,735,31.469,0,0,1,1
pool_182,103483874,397211.634200548,392000,734,29.822,0,0,1,1
pool_182,103484691,225114.058020821,223200,744,25.212,0,0,0,1
pool_182,103484769,243558.126904109,240000,804,33.065,0,0,1,1
pool_182,103485632,195087.592505685,191500,681,33.566,0,0,1,1
pool_182,103485922,489453.573961481,486300,766,49.862,1,1,0,1
pool_182,103486269,420575.943934247,410000,760,30.808,0,0,0,1
pool_182,103486950,242942.931719891,238400,746,35.853,0,0,1,1
pool_182,103488189,277656.235975891,272000,751,30.634,0,0,0,1
pool_182,103488281,326364.994668493,330000,700,37.298,0,0,1,1
pool_182,103488574,242703.093499617,236600,777,39.982,0,0,0,1
pool_182,103489259,418115.08008767,411500,755,27.048,0,0,0,1
pool_182,103489981,231183.937017124,225000,720,31.58,0,0,1,1
pool_182,103490005,237662.616508493,236000,734,42.787,0,0,1,1
pool_182,103491619,320917.688788028,318850,753,42.523,0,0,0,1
pool_182,103493113,408979.339150684,405000,790,18.391,0,1,1,1
pool_182,103495578,186421.00530148,182400,758,48.337,0,0,1,1
pool_182,103501731,394381.607276711,392000,714,34.297,0,0,0,1
pool_182,103502966,204811.184328768,200000,748,49.371,0,0,1,1
pool_182,3000253864,325663.849806849,314000,722,36.642,0,0,0,1
pool_182,3000305571,488766.482673287,469000,808,19.028,0,0,0,1
pool_182,3000493951,208243.140405709,199900,788,47.735,0,0,0,1
pool_182,3000539825,318633.693665528,307621,775,39.742,0,0,0,1
pool_182,3000549035,304742.780321917,295000,723,37.248,0,0,0,1
pool_182,3000552369,401970.627848684,388180,781,33.496,0,1,0,1
pool_182,3000566545,116825.787700822,113600,748,44.568,0,0,1,1
pool_182,3000566788,183791.814301027,178500,730,45.438,0,0,1,1
pool_182,3000574644,295070.270676163,288000,745,33.616,0,0,1,1
pool_182,3000574842,627135.086912672,618750,775,21.166,1,0,0,1
pool_182,3000581945,143884.32530923,138800,755,48.533,0,0,0,1
