LoanID,Amount,FICO,DTI,HighBalFlag,PropOcc,PropState,PropType,Purpose
103460518,"385,000",708,39.222,N,Primary,CA,SFR_Dt,Rate/Term
103460520,"476,500",749,9.823,N,Primary,CA,CondoLo,Rate/Term
103460525,"357,500",785,36.296,N,Primary,OK,SFR_At,Rate/Term
103460538,"330,000",786,24.258,N,Primary,CA,SFR_Dt,Rate/Term
103460630,"406,000",774,37.795,N,Primary,NC,SFR_At,Rate/Term
103460634,"222,000",797,25.022,N,Second,MD,SFR_Dt,Rate/Term
103460710,"240,000",764,36.923,N,Primary,IL,SFR_Dt,Cashout
103460715,"653,900",746,22.987,Y,Primary,VA,SFR_At,Rate/Term
103460719,"334,500",667,31.844,N,Primary,TN,SFR_Dt,Rate/Term
103460733,"204,000",765,45.247,N,Primary,NV,SFR_At,Cashout
103460765,"274,000",797,20.366,N,Primary,WA,SFR_Dt,Rate/Term
103460798,"278,300",753,44.131,N,Primary,CA,SFR_Dt,Cashout
103460878,"278,500",807,35.442,N,Primary,DC,SFR_Dt,Rate/Term
103461078,"322,500",784,48.69,N,Primary,DE,SFR_Dt,Rate/Term
103461082,"264,000",763,28.683,N,Primary,NY,SFR_Dt,Rate/Term
103461178,"360,500",737,28.783,N,Primary,WA,SFR_Dt,Rate/Term
103461187,"150,100",790,39.876,N,Primary,NC,SFR_At,Rate/Term
103461196,"403,000",699,49.677,N,Primary,CA,SFR_At,Rate/Term
103461218,"254,500",731,38.168,N,Primary,TX,SFR_At,Cashout
103461259,"240,000",727,46.815,N,Primary,NC,SFR_Dt,Rate/Term
103461281,"255,000",811,18.07,N,Primary,SC,SFR_At,Cashout
103461308,"349,720",808,49.113,N,Primary,CA,SFR_Dt,Rate/Term
103461369,"337,500",720,44.806,N,Primary,WA,SFR_Dt,Rate/Term
103461387,"279,000",803,36.464,N,Primary,FL,SFR_At,Rate/Term
103461436,"219,900",759,46.081,N,Primary,FL,SFR_At,Rate/Term
103461552,"296,000",748,34.287,N,Primary,CO,SFR_Dt,Rate/Term
103461640,"235,500",778,32.928,N,Primary,TN,SFR_Dt,Rate/Term
103461663,"196,000",720,40.327,N,Primary,LA,SFR_Dt,Cashout
103461664,"371,000",785,50.232,N,Primary,CA,SFR_Dt,Rate/Term
103461689,"483,000",786,21.355,N,Primary,FL,SFR_Dt,Rate/Term
103461705,"367,494",721,43.791,N,Primary,NC,SFR_At,Cashout
103461758,"291,368",764,34.067,N,Primary,LA,SFR_Dt,Cashout
103461784,"385,000",774,30.625,N,Primary,NC,SFR_Dt,Rate/Term
103461786,"278,000",802,32.473,N,Primary,CA,SFR_Dt,Rate/Term
103461790,"262,000",794,21.186,N,Primary,AZ,SFR_Dt,Rate/Term
103461803,"166,100",680,44.579,N,Primary,TX,SFR_Dt,Rate/Term
103461899,"306,700",780,38.076,N,Primary,CA,SFR_Dt,Rate/Term
103461930,"675,850",803,41.076,Y,Primary,CA,SFR_Dt,Rate/Term
103461933,"212,000",743,33.94,N,Primary,IN,SFR_Dt,Rate/Term
103461935,"240,000",782,43.82,N,Primary,MO,SFR_At,Rate/Term
103461998,"300,000",814,28.866,N,Primary,CO,3 Unit,Cashout
103462036,"400,000",761,43.051,N,Primary,HI,SFR_Dt,Cashout
103462067,"164,800",794,15.58,N,Primary,SC,SFR_At,Cashout
103462075,"313,600",777,29.765,N,Primary,VA,SFR_At,Purchase
103462114,"302,650",797,41.839,N,Primary,CA,CondoLo,Rate/Term
103462148,"184,000",804,44.662,N,Primary,NH,SFR_Dt,Cashout
103462184,"150,000",776,23.717,N,Primary,KS,SFR_Dt,Cashout
103462188,"327,000",816,43.285,N,Primary,NY,SFR_At,Rate/Term
103462189,"280,000",792,36.625,N,Primary,DE,SFR_At,Cashout
103462269,"355,000",779,25.667,N,Primary,NV,SFR_At,Cashout
103462278,"290,318",763,28.142,N,Primary,TX,SFR_Dt,Rate/Term
103462293,"181,800",667,36.461,N,Primary,GA,SFR_Dt,Rate/Term
103462296,"340,000",742,26.295,N,Primary,CO,SFR_At,Cashout
103462307,"354,515.35",808,23.23,N,Primary,PA,SFR_Dt,Rate/Term
103462379,"100,000",785,43.446,N,Primary,LA,SFR_Dt,Cashout
103462403,"188,000",635,44.812,N,Primary,NJ,SFR_Dt,Cashout
103462461,"478,800",775,47.251,N,Primary,WA,SFR_At,Rate/Term
103462475,"125,000",758,32.516,N,Primary,WV,SFR_Dt,Cashout
103462482,"349,000",802,48.669,N,Primary,WA,SFR_At,Rate/Term
103462568,"256,399",728,45.32,N,Primary,NY,SFR_Dt,Rate/Term
103462572,"312,000",747,19.996,N,Primary,CO,SFR_Dt,Rate/Term
103462583,"468,500",792,35.465,N,Primary,TX,SFR_At,Rate/Term
103462601,"597,417",772,29.684,Y,Primary,CA,SFR_At,Rate/Term
103462619,"270,700",771,34.329,N,Primary,KS,SFR_At,Rate/Term
103462623,"264,000",696,41.206,N,Primary,CO,SFR_Dt,Rate/Term
103462709,"303,000",773,35.235,N,Primary,CO,SFR_At,Rate/Term
103462737,"381,000",690,50.404,N,Primary,CA,SFR_Dt,Rate/Term
103462778,"355,000",706,32.386,N,Primary,GA,SFR_Dt,Rate/Term
103462794,"583,300",739,25.395,Y,Primary,CA,SFR_Dt,Rate/Term
103462836,"379,000",793,23.929,N,Primary,AZ,SFR_At,Rate/Term
103462847,"318,000",690,40.487,N,Primary,WA,SFR_Dt,Rate/Term
103462959,"278,000",716,26.374,N,Primary,OH,SFR_At,Purchase
103462981,"384,265.10",788,20.62,N,Primary,CO,SFR_Dt,Rate/Term
103462984,"200,000",705,38.57,N,Primary,WA,SFR_At,Rate/Term
103463039,"440,849.10",715,43.458,N,Primary,WA,SFR_At,Rate/Term
103463104,"186,000",718,22.354,N,Primary,CA,CondoLo,Rate/Term
103463162,"226,000",724,41.77,N,Primary,FL,SFR_At,Rate/Term
103463167,"112,000",819,23.809,N,Primary,MI,SFR_Dt,Rate/Term
103463212,"411,000",746,44.272,N,Primary,UT,SFR_At,Cashout
103463329,"169,500",649,35.297,N,Primary,TX,SFR_Dt,Cashout
103463336,"627,300",720,42.609,Y,Primary,VA,SFR_Dt,Rate/Term
103463486,"231,000",701,33.569,N,Primary,PA,SFR_Dt,Rate/Term
103463517,"206,500",790,43.55,N,Primary,FL,SFR_At,Rate/Term
103463651,"433,000",798,20.908,N,Primary,WA,SFR_At,Rate/Term
103463697,"188,000",761,39.34,N,NOO,MA,2 Unit,Rate/Term
103463708,"523,000",770,45.101,N,Primary,NY,2 Unit,Rate/Term
103463727,"200,000",670,36.628,N,Primary,TX,SFR_At,Cashout
103463736,"273,000",708,31.237,N,Primary,CO,SFR_Dt,Cashout
103463832,"260,300",800,46.963,N,Primary,PA,SFR_Dt,Rate/Term
103463862,"222,400",732,34.575,N,Primary,TX,SFR_At,Rate/Term
103463879,"213,750",733,28.816,N,Primary,ID,SFR_At,Rate/Term
103463887,"190,800",747,21.441,N,Primary,TN,SFR_Dt,Rate/Term
103463940,"170,000",767,34.783,N,Primary,TX,SFR_Dt,Cashout
103463949,"281,600",775,26.586,N,Primary,IN,SFR_At,Cashout
103463957,"270,000",797,47.389,N,Primary,CA,SFR_Dt,Cashout
103463977,"466,000",808,32.123,N,Primary,AK,SFR_Dt,Rate/Term
103463987,"213,000",768,42.645,N,Primary,FL,SFR_Dt,Rate/Term
103463993,"247,000",801,40.183,N,Primary,VA,SFR_Dt,Rate/Term
103464023,"184,000",777,38.677,N,Primary,OR,SFR_Dt,Cashout
103464053,"256,874.63",802,34.476,N,Primary,OR,SFR_Dt,Cashout
103464120,"524,500",784,42.11,Y,Primary,VA,SFR_At,Rate/Term
103464131,"298,700",697,36.294,N,Primary,TX,SFR_At,Rate/Term
103464189,"305,000",809,33.974,N,Primary,OH,SFR_Dt,Rate/Term
103464240,"446,500",740,38.722,N,Primary,MD,SFR_Dt,Rate/Term
103464258,"102,000",732,43.744,N,Primary,IL,SFR_Dt,Cashout
103464268,"700,000",714,45.795,Y,Primary,WA,SFR_At,Cashout
103464354,"599,000",790,49.182,Y,Primary,MA,SFR_Dt,Purchase
103464432,"266,000",773,49.784,N,Primary,TN,SFR_At,Cashout
103464519,"250,000",774,24.369,N,Primary,NV,SFR_At,Rate/Term
103464556,"297,500",762,50.121,N,Primary,CA,CondoLo,Rate/Term
103464577,"118,750",750,32.818,N,Primary,OH,SFR_Dt,Rate/Term
103464598,"224,000",743,43.854,N,Primary,SC,SFR_At,Cashout
103464668,"273,000",758,26.836,N,Primary,CA,SFR_Dt,Cashout
103464711,"250,000",710,44.321,N,Primary,IL,SFR_Dt,Rate/Term
103464723,"455,000",678,38.497,N,Primary,CO,SFR_At,Cashout
103464750,"325,000",784,24.772,N,Primary,GA,SFR_Dt,Cashout
103464771,"161,450",773,45.046,N,Primary,CA,SFR_Dt,Rate/Term
103464804,"243,500",689,35.235,N,Primary,MN,SFR_At,Cashout
103464816,"176,000",710,38.806,N,Primary,WA,SFR_Dt,Cashout
103464826,"386,000",759,40.343,N,Primary,CA,SFR_Dt,Rate/Term
103464884,"393,500",810,37.26,N,Primary,MA,SFR_Dt,Rate/Term
103464893,"287,250",739,26.622,N,NOO,UT,SFR_Dt,Cashout
103464939,"363,500",806,44.446,N,Primary,CO,SFR_Dt,Rate/Term
103464945,"365,500",788,30.18,N,Primary,CA,SFR_Dt,Rate/Term
103464991,"468,750",790,44.317,N,Primary,VA,SFR_At,Cashout
103465014,"384,000",741,19.261,N,Primary,FL,SFR_Dt,Cashout
103465019,"436,611.79",727,44.375,N,Primary,CA,CondoLo,Rate/Term
103465057,"275,000",790,25.059,N,Primary,TN,SFR_Dt,Cashout
103465102,"125,000",727,25.32,N,Primary,FL,SFR_At,Cashout
103465140,"100,000",694,40.015,N,Primary,NY,SFR_Dt,Cashout
103465183,"158,600",781,35.243,N,Primary,AZ,SFR_At,Rate/Term
103465195,"235,000",741,24.556,N,Primary,MD,SFR_Dt,Rate/Term
103465234,"210,000",763,35.088,N,Second,ID,SFR_At,Cashout
103465237,"196,000",709,29.097,N,Primary,VA,SFR_Dt,Cashout
103465302,"324,000",683,49.919,N,Primary,WA,SFR_Dt,Rate/Term
103465311,"114,000",767,49.741,N,Primary,NC,SFR_Dt,Rate/Term
103465315,"177,000",799,28.05,N,Primary,CT,SFR_Dt,Rate/Term
103465330,"285,400",705,38.481,N,Primary,AZ,SFR_At,Rate/Term
103465344,"162,500",779,29.502,N,Primary,MA,CondoLo,Rate/Term
103465364,"226,000",654,43.404,N,Primary,ID,SFR_Dt,Cashout
103465438,"390,000",755,44.85,N,Primary,CA,SFR_Dt,Cashout
103465466,"268,000",728,38.291,N,Primary,TX,SFR_Dt,Cashout
103465470,"203,000",629,26.269,N,Primary,CA,SFR_Dt,Cashout
103465543,"340,000",629,19.285,N,Primary,TX,SFR_At,Cashout
103465557,"274,900",684,36.741,N,Primary,WA,SFR_Dt,Rate/Term
103465636,"280,000",700,35.095,N,Primary,TX,SFR_Dt,Cashout
103465746,"330,000",773,44.312,N,Primary,FL,SFR_At,Rate/Term
103465812,"217,100",791,20.91,N,Primary,MT,SFR_Dt,Rate/Term
103465817,"187,500",764,39.452,N,Primary,FL,SFR_At,Cashout
103465900,"196,000",707,43.447,N,Primary,WI,SFR_Dt,Rate/Term
103465908,"350,000",734,49.627,N,Primary,TN,SFR_Dt,Rate/Term
103465931,"165,000",633,43.729,N,Primary,TX,SFR_At,Cashout
103465973,"255,000",770,18.443,N,Primary,CT,SFR_Dt,Cashout
103465999,"395,100",716,37.058,N,Primary,NV,SFR_At,Rate/Term
103466018,"607,200",776,45.078,Y,Primary,CA,SFR_At,Rate/Term
103466066,"298,000",794,42.019,N,Primary,MO,SFR_Dt,Rate/Term
103466226,"286,168",779,24.692,N,Primary,ID,SFR_At,Rate/Term
103466233,"188,500",823,31.57,N,Primary,NV,SFR_At,Rate/Term
103466234,"237,800",739,28.727,N,Primary,CA,SFR_Dt,Rate/Term
103466283,"172,000",775,33.825,N,Primary,VA,SFR_At,Rate/Term
103466400,"250,000",776,45.037,N,Primary,NC,SFR_At,Cashout
103466413,"458,000",793,30.731,N,Primary,NC,SFR_Dt,Rate/Term
103466438,"248,900",779,28.695,N,Primary,NC,SFR_At,Rate/Term
103466547,"192,000",806,29.11,N,Second,ID,SFR_Dt,Rate/Term
103466555,"157,296.89",803,23.628,N,Primary,CA,SFR_Dt,Cashout
103466632,"180,000",738,44.623,N,NOO,CA,SFR_Dt,Cashout
103466679,"207,000",789,34.129,N,Primary,CA,SFR_At,Purchase
103466726,"303,000",799,33.752,N,Primary,CA,SFR_At,Cashout
103466735,"194,250",665,37.685,N,Primary,IL,SFR_Dt,Rate/Term
103466801,"164,000",712,40.465,N,Primary,MN,SFR_Dt,Cashout
103466876,"221,000",790,32.436,N,Primary,CA,CondoLo,Rate/Term
103466894,"463,000",747,43.02,N,Primary,CA,SFR_Dt,Rate/Term
103466905,"289,000",793,38.873,N,Primary,TX,SFR_At,Purchase
103466910,"440,000",809,32.225,N,Primary,VA,SFR_Dt,Cashout
103467042,"212,000",735,18.185,N,Primary,AZ,SFR_At,Cashout
103467141,"484,350",784,21.289,N,Primary,AZ,SFR_At,Purchase
103467202,"358,000",798,31.046,N,Primary,CA,SFR_At,Rate/Term
103467255,"445,000",756,36.279,N,Primary,NM,SFR_Dt,Rate/Term
103467287,"196,750",792,22.431,N,Primary,AZ,SFR_At,Rate/Term
103467359,"300,000",722,47.267,N,Primary,CA,SFR_Dt,Rate/Term
103467383,"180,000",716,33.39,N,Primary,TX,SFR_Dt,Cashout
103467399,"200,000",815,33.842,N,Primary,MO,SFR_At,Cashout
103467414,"484,300",782,29.28,N,Primary,CA,SFR_Dt,Rate/Term
103467462,"232,500",777,44.082,N,Primary,OR,2 Unit,Rate/Term
103467476,"363,200",713,26.845,N,Primary,CA,SFR_Dt,Cashout
103467486,"204,000",774,37.992,N,Primary,IN,SFR_Dt,Cashout
103467570,"242,250",706,43.136,N,Primary,FL,SFR_At,Rate/Term
103467579,"326,500",751,44.945,N,Primary,CA,SFR_Dt,Rate/Term
103467678,"200,000",716,45.698,N,Primary,SC,SFR_Dt,Cashout
103467751,"197,500",773,44.312,N,NOO,NC,SFR_At,Rate/Term
103467779,"318,700",792,24.252,N,Primary,CA,SFR_Dt,Rate/Term
103467863,"308,000",765,22.384,N,Primary,CA,SFR_Dt,Cashout
103467883,"169,500",809,50.363,N,Primary,NY,SFR_At,Rate/Term
103467897,"228,750",725,45.38,N,Primary,MA,SFR_Dt,Rate/Term
103467909,"159,250",782,45.628,N,Primary,ID,SFR_At,Rate/Term
103467910,"163,500",654,39.403,N,Primary,TX,SFR_Dt,Cashout
103467993,"237,500",787,24.931,N,Primary,MN,SFR_At,Rate/Term
103468052,"100,000",721,40.624,N,Primary,LA,SFR_Dt,Cashout
103468160,"266,000",796,33.992,N,Primary,AZ,SFR_Dt,Rate/Term
103468204,"418,000",690,49.791,N,Primary,OR,SFR_Dt,Rate/Term
103468230,"264,012",788,42.726,N,Primary,WI,SFR_Dt,Rate/Term
103468234,"463,000",795,37.04,N,Primary,CA,SFR_At,Rate/Term
103468287,"222,000",706,30.877,N,Primary,MA,SFR_Dt,Cashout
103468293,"512,000",771,42.066,Y,Primary,NJ,SFR_At,Cashout
103468330,"726,000",757,49.962,Y,NOO,CA,SFR_At,Cashout
103468338,"348,000",732,48.244,N,Primary,NV,SFR_At,Cashout
103468342,"279,000",751,24.724,N,Primary,NY,SFR_Dt,Cashout
103468410,"332,000",820,38.93,N,Primary,CO,SFR_At,Rate/Term
103468423,"180,000",738,47.803,N,Primary,CO,SFR_Dt,Cashout
103468472,"408,000",809,42.394,N,Primary,UT,SFR_Dt,Cashout
103468475,"306,000",791,27.327,N,Primary,NY,SFR_Dt,Rate/Term
103468584,"284,750",784,26.23,N,Primary,CA,SFR_Dt,Rate/Term
103468592,"269,600",716,23.735,N,Primary,MN,SFR_Dt,Rate/Term
103468619,"252,000",638,34.389,N,Primary,TX,SFR_Dt,Cashout
103468626,"283,150",816,41.216,N,Primary,IN,SFR_Dt,Rate/Term
103468654,"222,500",752,46.752,N,Primary,FL,SFR_At,Rate/Term
103468659,"460,000",699,42.816,N,Primary,CA,SFR_Dt,Rate/Term
103468671,"168,000",737,45.315,N,Primary,MO,SFR_At,Cashout
103468736,"243,500",756,50.435,N,Primary,CA,SFR_Dt,Cashout
103468750,"214,000",735,29.32,N,Primary,MA,SFR_Dt,Cashout
103468784,"480,500",800,36.23,N,Primary,WA,CondoLo,Rate/Term
103468799,"170,000",756,27.517,N,Primary,MO,SFR_At,Cashout
103468802,"278,400",741,44.59,N,Primary,CT,SFR_Dt,Cashout
103468803,"213,600",796,32.391,N,Primary,MA,SFR_Dt,Cashout
103468806,"232,000",729,31.608,N,Primary,PA,SFR_Dt,Cashout
103468819,"249,999",772,25.764,N,Primary,WA,SFR_Dt,Cashout
103468867,"395,500",795,32.142,N,Primary,GA,SFR_At,Rate/Term
103468878,"384,400",774,34.043,N,Primary,CA,CondoLo,Rate/Term
103468907,"210,300",797,47.42,N,Primary,AZ,SFR_At,Rate/Term
103468910,"181,500",783,46.315,N,Primary,MN,SFR_Dt,Cashout
103468912,"383,000",767,28.91,N,Primary,HI,SFR_Dt,Cashout
103468920,"334,000",794,19.563,N,Primary,WI,SFR_Dt,Rate/Term
103468943,"192,000",778,36.856,N,Primary,CA,SFR_Dt,Cashout
103468951,"162,450",681,44.566,N,Primary,TX,SFR_Dt,Rate/Term
103469043,"403,750",779,29.731,N,Primary,AZ,SFR_At,Rate/Term
103469057,"244,000",811,42.499,N,Primary,OR,SFR_At,Cashout
103469151,"440,000",721,49.25,N,Primary,TX,SFR_At,Cashout
103469240,"112,500",777,45.765,N,Primary,NV,SFR_Dt,Cashout
103469241,"347,203",695,34.947,N,Primary,TX,SFR_Dt,Cashout
103469256,"345,000",685,43.701,N,Primary,CO,SFR_Dt,Cashout
103469263,"325,000",772,42.095,N,Primary,WA,SFR_Dt,Cashout
103469329,"133,200",638,35.065,N,Primary,CO,CondoMid,Rate/Term
103469331,"374,500",658,30.486,N,Primary,NM,SFR_Dt,Cashout
103469366,"195,500",793,15.742,N,Primary,GA,SFR_At,Rate/Term
103469390,"312,000",668,37.497,N,Primary,UT,SFR_Dt,Cashout
103469396,"372,000",796,35.636,N,Primary,CO,SFR_At,Cashout
103469405,"273,500",793,15.476,N,Primary,MA,CondoLo,Rate/Term
103469422,"256,000",685,45.061,N,Primary,WA,SFR_Dt,Cashout
103469432,"348,900",744,20.684,N,Primary,NC,SFR_At,Rate/Term
103469476,"349,400",754,32.461,N,Primary,VA,SFR_At,Rate/Term
103469480,"322,620",750,27.449,N,Primary,MA,SFR_Dt,Purchase
103469525,"356,000",753,23.596,N,Primary,AZ,SFR_At,Rate/Term
103469529,"186,850",686,38.091,N,Primary,AZ,SFR_Dt,Rate/Term
103469542,"212,300",736,33.029,N,Primary,NC,SFR_At,Rate/Term
103469549,"272,000",725,42.843,N,Primary,MO,SFR_Dt,Cashout
103469563,"293,000",798,50.338,N,NOO,CA,SFR_Dt,Rate/Term
103469607,"480,000",793,30.286,N,Primary,WA,SFR_At,Purchase
103469697,"200,000",691,44.442,N,Primary,CA,CondoLo,Cashout
103469724,"315,300",665,47.667,N,Primary,CA,CondoLo,Cashout
103469751,"282,900",701,33.579,N,Primary,OH,SFR_Dt,Rate/Term
103469757,"115,001",751,38.483,N,Primary,MI,SFR_Dt,Rate/Term
103469790,"165,000",705,34.382,N,Primary,IN,SFR_Dt,Cashout
103469802,"437,500",789,42.583,N,Primary,WA,SFR_Dt,Rate/Term
103469930,"435,000",738,49.889,N,Primary,NM,SFR_Dt,Purchase
103469955,"227,300",778,14.622,N,Primary,DC,SFR_At,Rate/Term
103469985,"171,850",799,25.733,N,Primary,WA,SFR_Dt,Rate/Term
103470014,"337,000",770,48.785,N,Primary,TX,SFR_Dt,Cashout
103470020,"248,000",776,19.211,N,Primary,GA,SFR_At,Rate/Term
103470041,"243,500",777,24.854,N,Primary,NC,SFR_Dt,Rate/Term
103470049,"203,000",704,25.861,N,Primary,MN,SFR_Dt,Rate/Term
103470060,"284,800",784,27.946,N,Primary,ID,SFR_Dt,Cashout
103470065,"211,500",793,23.494,N,Primary,TN,SFR_Dt,Rate/Term
103470066,"377,500",729,27.21,N,Primary,WA,SFR_Dt,Rate/Term
103470126,"306,000",786,40.909,N,Primary,MI,SFR_Dt,Rate/Term
103470128,"337,500",788,38.112,N,Primary,HI,SFR_At,Rate/Term
103470168,"409,500",780,34.291,N,Primary,GA,SFR_At,Rate/Term
103470179,"275,500",724,23.406,N,Primary,MO,SFR_At,Rate/Term
103470219,"353,500",801,42.898,N,Primary,MO,SFR_Dt,Rate/Term
103470251,"314,955",757,40.668,N,Primary,GA,SFR_At,Cashout
103470268,"471,500",806,39.49,N,Primary,CA,SFR_Dt,Cashout
103470294,"265,000",782,41.48,N,Primary,CA,CondoLo,Rate/Term
103470299,"484,350",778,15.623,N,Primary,CA,SFR_Dt,Cashout
103470303,"212,000",738,50.231,N,Primary,AL,SFR_Dt,Cashout
103470315,"255,000",732,43.307,N,Primary,NM,SFR_Dt,Cashout
103470375,"475,000",790,36.929,N,Primary,WA,SFR_Dt,Rate/Term
103470386,"234,800",778,31.819,N,Primary,AZ,SFR_At,Rate/Term
103470391,"237,900",773,45.92,N,Primary,TX,SFR_Dt,Rate/Term
103470396,"204,000",626,36.696,N,Primary,SC,SFR_At,Cashout
103470400,"463,500",752,32.682,N,Primary,CA,SFR_Dt,Rate/Term
103470403,"252,000",677,33.547,N,Primary,LA,SFR_At,Cashout
103470414,"153,500",784,43.024,N,Second,FL,SFR_At,Rate/Term
103470416,"472,000",738,27.548,N,Primary,GA,SFR_At,Rate/Term
103470563,"335,000",778,39.928,N,Primary,CA,SFR_Dt,Cashout
103470583,"410,000",717,39.054,N,Primary,CA,SFR_Dt,Rate/Term
103470608,"382,000",770,41.352,N,Primary,CA,CondoLo,Rate/Term
103470663,"250,000",775,30.948,N,Primary,NC,SFR_Dt,Cashout
103470696,"232,500",764,32.567,N,Second,MO,SFR_Dt,Rate/Term
103470722,"295,000",822,30.245,N,Primary,VA,SFR_At,Cashout
103470737,"256,000",639,43.548,N,Primary,TX,SFR_Dt,Cashout
103470753,"443,000",789,47.566,N,Primary,GA,SFR_Dt,Rate/Term
103470768,"357,000",774,48.436,N,Primary,VA,CondoLo,Rate/Term
103470815,"442,500",770,32.23,N,Primary,VA,SFR_At,Rate/Term
103470828,"230,000",788,32.227,N,Primary,NC,SFR_Dt,Cashout
103470831,"200,000",752,42.487,N,Primary,VA,SFR_Dt,Cashout
103470879,"226,000",768,42.493,N,Primary,FL,SFR_Dt,Rate/Term
103470914,"225,000",754,30.92,N,Primary,CO,SFR_Dt,Cashout
103470934,"288,800",700,33.209,N,Primary,NV,SFR_At,Rate/Term
103470939,"245,000",799,16.464,N,Primary,GA,SFR_Dt,Rate/Term
103470955,"575,000",724,50.227,Y,Primary,CA,SFR_Dt,Cashout
103470970,"300,000",772,34.559,N,Primary,TX,SFR_At,Cashout
103470998,"260,000",797,25.701,N,Primary,PA,SFR_Dt,Cashout
103471015,"276,000",719,45.475,N,Primary,FL,SFR_Dt,Cashout
103471052,"484,350",755,48.57,N,Primary,OH,SFR_At,Rate/Term
103471078,"268,000",746,37.669,N,Primary,NC,SFR_Dt,Rate/Term
103471079,"353,100",812,32.305,N,Primary,NC,SFR_At,Rate/Term
103471083,"295,000",770,43.15,N,Primary,NY,SFR_Dt,Rate/Term
103471086,"270,000",704,44.03,N,Primary,MI,SFR_Dt,Cashout
103471103,"500,000",763,31.682,Y,Primary,CA,CondoHi,Rate/Term
103471104,"202,500",753,44.405,N,Primary,CA,SFR_Dt,Cashout
103471235,"164,000",787,41.726,N,Primary,IL,SFR_At,Rate/Term
103471238,"240,000",801,35.558,N,Primary,NY,SFR_Dt,Cashout
103471260,"398,650",709,26.727,N,Primary,GA,SFR_Dt,Rate/Term
103471273,"387,000",687,44.424,N,Primary,AZ,SFR_At,Rate/Term
103471292,"312,000",722,31.51,N,Primary,VA,SFR_At,Cashout
103471305,"417,200",777,43.338,N,Primary,FL,SFR_At,Rate/Term
103471337,"296,000",756,28.289,N,Primary,PA,SFR_Dt,Cashout
103471416,"202,500",743,33.173,N,Primary,NJ,SFR_Dt,Cashout
103471432,"350,000",713,48.593,N,Primary,CO,SFR_At,Cashout
103471444,"131,000",776,34.73,N,Primary,MI,SFR_Dt,Cashout
103471468,"240,000",768,44.677,N,Primary,IN,SFR_Dt,Cashout
103471508,"283,300",724,32.063,N,Primary,IN,SFR_At,Rate/Term
103471553,"250,000",801,34.907,N,Primary,NV,SFR_Dt,Cashout
103471590,"178,500",727,19.78,N,Primary,GA,SFR_At,Rate/Term
103471599,"234,300",700,30.185,N,Primary,CA,SFR_Dt,Rate/Term
103471628,"381,000",814,17.755,N,Primary,NC,SFR_At,Rate/Term
103471655,"280,000",763,37.324,N,Primary,RI,SFR_Dt,Cashout
103471660,"229,700",727,32.635,N,Primary,MD,SFR_At,Rate/Term
103471714,"305,000",713,44.008,N,Primary,CA,SFR_Dt,Rate/Term
103471751,"227,500",804,17.838,N,Second,TN,SFR_Dt,Purchase
103471756,"450,000",681,39.811,N,Primary,IA,SFR_Dt,Cashout
103471763,"297,210.97",767,29.36,N,Primary,CA,SFR_Dt,Cashout
103471798,"347,000",808,30.211,N,Primary,AZ,SFR_At,Rate/Term
103471813,"294,000",664,30.745,N,NOO,IL,2 Unit,Cashout
103471843,"332,500",770,16.078,N,Primary,NC,SFR_At,Purchase
103471848,"192,000",773,32.838,N,Primary,TX,SFR_At,Cashout
103471895,"326,250",801,20.256,N,Primary,NY,SFR_Dt,Rate/Term
103471914,"200,001",804,15.89,N,Primary,MI,SFR_Dt,Rate/Term
103471983,"263,000",778,40.337,N,Primary,WA,SFR_Dt,Rate/Term
103472003,"300,000",799,29.021,N,Primary,PA,SFR_Dt,Rate/Term
103472031,"709,200",720,25.847,Y,Primary,WA,SFR_Dt,Rate/Term
103472064,"377,000",803,45.48,N,Primary,CA,SFR_Dt,Rate/Term
103472101,"378,400",758,33.335,N,Primary,VA,SFR_Dt,Rate/Term
103472140,"312,000",750,38.867,N,Primary,OH,SFR_Dt,Cashout
103472151,"173,129",791,26.422,N,Primary,FL,SFR_At,Cashout
103472213,"330,000",790,36.251,N,Primary,NJ,SFR_Dt,Purchase
103472218,"267,000",765,47.891,N,Primary,FL,SFR_At,Rate/Term
103472239,"292,000",756,47.241,N,Primary,GA,SFR_At,Cashout
103472266,"296,000",749,34.835,N,Primary,TN,SFR_Dt,Rate/Term
103472268,"313,000",729,30.223,N,Primary,MO,SFR_At,Cashout
103472282,"350,000",682,38.941,N,Primary,GA,SFR_At,Rate/Term
103472335,"296,000",738,42.95,N,Primary,TX,SFR_At,Cashout
103472347,"184,000",803,43.561,N,Second,FL,SFR_At,Rate/Term
103472351,"266,617",787,39.11,N,Primary,TN,SFR_At,Purchase
103472366,"325,000",774,19.629,N,Primary,OR,SFR_Dt,Cashout
103472413,"437,000",734,21.976,N,Primary,TX,SFR_At,Rate/Term
103472467,"266,250",779,27.429,N,Second,MN,SFR_At,Purchase
103472520,"513,000",788,39.31,Y,Primary,TN,SFR_At,Rate/Term
103472554,"200,000",792,20.237,N,Primary,PA,SFR_Dt,Cashout
103472562,"614,500",710,33.678,N,Primary,NY,3 Unit,Cashout
103472572,"452,000",798,42.157,N,Primary,NJ,SFR_Dt,Rate/Term
103472575,"262,000",692,28.047,N,Primary,AZ,SFR_Dt,Rate/Term
103472626,"231,000",799,26.956,N,Primary,CA,SFR_Dt,Cashout
