LoanID,"Price, P_ijk","Pool Opton, j","Servicer, k"
103423456,102.9629870821920,pool_66,Retained
103423456,102.8995640821920,pool_293,Retained
103423456,102.8737884821920,pool_5,Retained
103423456,102.8630325853010,pool_67,Two Harbors
103423456,102.8536120821920,pool_74,Retained
103423456,102.8536120821920,pool_82,Retained
103423456,102.8536120821920,pool_90,Retained
103423456,102.8536120821920,pool_98,Retained
103423456,102.8339390821920,pool_301,Retained
103423456,102.8120640821920,pool_309,Retained
103423456,102.7836875853010,pool_6,Two Harbors
103423456,102.7683140821920,pool_317,Retained
103423456,102.7536575853010,pool_75,Two Harbors
103423456,102.7536575853010,pool_83,Two Harbors
103423456,102.7536575853010,pool_91,Two Harbors
103423456,102.7536575853010,pool_99,Two Harbors
103423456,102.7442370821920,pool_9,Retained
103423456,102.7306083679060,pool_65,Pingora
103423456,102.7292075854200,pool_294,Two Harbors
103423456,102.7245640821920,pool_325,Retained
103423456,102.6635825854200,pool_302,Two Harbors
103423456,102.6442825853010,pool_10,Two Harbors
103423456,102.6417075854200,pool_310,Two Harbors
103423456,102.6413668721920,pool_232,Retained
103423456,102.6212333679060,pool_73,Pingora
103423456,102.6212333679060,pool_81,Pingora
103423456,102.6212333679060,pool_89,Pingora
103423456,102.6212333679060,pool_97,Pingora
103423456,102.6151890821920,pool_236,Retained
103423456,102.6138333679060,pool_292,Pingora
103423456,102.5979575854200,pool_318,Two Harbors
103423456,102.5542075854200,pool_326,Two Harbors
103423456,102.5482083679060,pool_300,Pingora
103423456,102.5263333679060,pool_308,Pingora
103423456,102.5118583679060,pool_8,Pingora
103423456,102.4825833679060,pool_316,Pingora
103423456,102.4448325854200,pool_237,Two Harbors
103423456,102.4398235854200,pool_233,Two Harbors
103423456,102.4388333679060,pool_324,Pingora
103423456,102.3294583679060,pool_235,Pingora
103423456,102.3059833679060,pool_4,Pingora
103423456,101.9964333679060,pool_231,Pingora
103423917,102.7147249315070,pool_5,Retained
103423917,102.6301155552120,pool_6,Two Harbors
103423917,102.5941537371490,pool_4,Pingora
103423917,101.8615999315070,pool_9,Retained
103423917,101.7769905552120,pool_10,Two Harbors
103423917,101.7410287371490,pool_8,Pingora
103424027,102.2288237344790,pool_6,Two Harbors
103424027,102.1663786643840,pool_5,Retained
103424027,101.9637396415150,pool_7,Pingora
103424027,101.9478311643840,pool_9,Retained
103424027,101.9345927344790,pool_10,Two Harbors
103424027,101.8535521415150,pool_11,Pingora
103424027,101.7888477346310,pool_233,Two Harbors
103424027,101.7353901643840,pool_236,Retained
103424027,101.7348021415150,pool_238,Pingora
103424027,101.7296427346310,pool_237,Two Harbors
103424027,101.7024987893840,pool_232,Retained
103424027,101.5962396415150,pool_234,Pingora
103424065,97.8894513287671,pool_229,Retained
103424065,97.7255833287671,pool_230,Two Harbors
103424065,97.7048583287671,pool_228,Pingora
103424095,104.9708492581000,pool_354,Pingora
103424095,104.7507945342470,pool_353,Retained
103424095,104.4895992581000,pool_367,Pingora
103424095,104.4280992581000,pool_356,Pingora
103424095,104.3145992581000,pool_380,Pingora
103424095,104.2695445342470,pool_366,Retained
103424095,104.1767945342470,pool_355,Retained
103424095,104.0945445342470,pool_379,Retained
103424095,103.9645992581000,pool_393,Pingora
103424095,103.7445445342470,pool_392,Retained
103424095,103.6802242581000,pool_406,Pingora
103424095,103.5749742581000,pool_369,Pingora
103424095,103.5312242581000,pool_382,Pingora
103424095,103.4601695342470,pool_405,Retained
103424095,103.3236695342470,pool_368,Retained
103424095,103.2864742581000,pool_249,Pingora
103424095,103.2799195342470,pool_381,Retained
103424095,103.1155992581000,pool_395,Pingora
103424095,103.0664195342470,pool_248,Retained
103424095,103.0062242581000,pool_408,Pingora
103424095,102.8642945342470,pool_394,Retained
103424095,102.7549195342470,pool_407,Retained
103424095,102.6780992581000,pool_252,Pingora
103424095,102.4267945342470,pool_251,Retained
103424224,101.6700757808220,pool_5,Retained
103424224,101.5976899472880,pool_6,Two Harbors
103424224,101.5658837808220,pool_232,Retained
103424224,101.4280399474070,pool_233,Two Harbors
103424224,101.4062749840460,pool_231,Pingora
103424224,101.3200049472880,pool_3,Two Harbors
103424224,101.3034367808220,pool_2,Retained
103424224,101.1219857508220,pool_229,Retained
103424224,101.0318579474070,pool_230,Two Harbors
103424224,100.6486749840460,pool_228,Pingora
103424320,101.5638709953720,pool_6,Two Harbors
103424320,101.5046088767120,pool_5,Retained
103424320,101.4205795186490,pool_7,Pingora
103424320,101.1838709955240,pool_233,Two Harbors
103424320,101.1178638767120,pool_232,Retained
103424320,101.1175795186490,pool_234,Pingora
103424320,100.5494959953720,pool_10,Two Harbors
103424320,100.4902338767120,pool_9,Retained
103424320,100.4297459955240,pool_237,Two Harbors
103424320,100.3887045186490,pool_11,Pingora
103424320,100.3637388767120,pool_236,Retained
103424320,100.3634545186490,pool_238,Pingora
103424434,102.3294985205480,pool_182,Retained
103424434,102.2540829132730,pool_183,Two Harbors
103424434,102.1556988705480,pool_179,Retained
103424434,102.1191079132730,pool_180,Two Harbors
103424434,102.1072480919770,pool_181,Pingora
103424434,101.7351230919770,pool_178,Pingora
103424434,101.5306988705480,pool_5,Retained
103424434,101.4941079132730,pool_6,Two Harbors
103424434,101.3919985205480,pool_9,Retained
103424434,101.3165829132730,pool_10,Two Harbors
103424434,101.1697480919770,pool_8,Pingora
103424434,101.1101230919770,pool_4,Pingora
103424716,102.5011901047260,pool_9,Retained
103424716,102.3443354538590,pool_10,Two Harbors
103424716,102.1061192749510,pool_11,Pingora
103424716,102.1058315397260,pool_236,Retained
103424716,101.9852234540120,pool_237,Two Harbors
103424716,101.8711192749510,pool_238,Pingora
103424716,101.6466347397260,pool_13,Retained
103424716,101.5531067749510,pool_15,Pingora
103424716,101.4673567749510,pool_242,Pingora
103424716,101.4608884538590,pool_14,Two Harbors
103424716,101.4131207397260,pool_240,Retained
103424716,101.2406384540120,pool_241,Two Harbors
103425210,102.4858173835620,pool_98,Retained
103425210,102.3764423835620,pool_9,Retained
103425210,102.2972967135620,pool_325,Retained
103425210,102.2715803835620,pool_13,Retained
103425210,102.1879217135620,pool_236,Retained
103425210,102.1781221250150,pool_99,Two Harbors
103425210,102.1615734172700,pool_12,Pingora
103425210,102.1327173835620,pool_240,Retained
103425210,102.1191984172700,pool_97,Pingora
103425210,102.0732971250150,pool_14,Two Harbors
103425210,102.0687471250150,pool_10,Two Harbors
103425210,102.0098234172700,pool_8,Pingora
103425210,101.9656734172700,pool_239,Pingora
103425210,101.8776371251350,pool_326,Two Harbors
103425210,101.8603471251350,pool_241,Two Harbors
103425210,101.8431234172700,pool_324,Pingora
103425210,101.7682621251350,pool_237,Two Harbors
103425210,101.7337484172700,pool_235,Pingora
103425481,102.7147249315070,pool_5,Retained
103425481,102.6291085986720,pool_6,Two Harbors
103425481,102.5788229053430,pool_4,Pingora
103425481,101.8615999315070,pool_9,Retained
103425481,101.7759835986720,pool_10,Two Harbors
103425481,101.7256979053430,pool_8,Pingora
103425582,104.2944039960860,pool_393,Pingora
103425582,104.0100289960860,pool_406,Pingora
103425582,103.9949039960860,pool_395,Pingora
103425582,103.8855289960860,pool_408,Pingora
103425582,103.8472061780820,pool_392,Retained
103425582,103.6162789960860,pool_249,Pingora
103425582,103.5628311780820,pool_405,Retained
103425582,103.5574039960860,pool_252,Pingora
103425582,103.5164561780820,pool_394,Retained
103425582,103.4070811780820,pool_407,Retained
103425582,103.1690811780820,pool_248,Retained
103425582,103.0789561780820,pool_251,Retained
103425640,100.5078479568620,pool_6,Two Harbors
103425640,100.4634072328770,pool_5,Retained
103425640,100.3540185871520,pool_7,Pingora
103425640,100.2810479570150,pool_233,Two Harbors
103425640,100.2302762328770,pool_232,Retained
103425640,100.2050185871520,pool_234,Pingora
103425640,99.2347229568620,pool_10,Two Harbors
103425640,99.1902822328767,pool_9,Retained
103425640,99.1249229570146,pool_237,Two Harbors
103425640,99.0741512328767,pool_236,Retained
103425640,99.0633935871516,pool_11,Pingora
103425640,99.0488935871516,pool_238,Pingora
103425650,103.2087891682190,pool_236,Retained
103425650,102.9931298082190,pool_240,Retained
103425650,102.8862351718560,pool_237,Two Harbors
103425650,102.7113401718560,pool_241,Two Harbors
103425650,102.6867242627650,pool_235,Pingora
103425650,102.6091992627650,pool_239,Pingora
103425707,101.2337667458900,pool_344,Retained
103425707,101.1137393834540,pool_345,Two Harbors
103425707,101.1025167458900,pool_357,Retained
103425707,101.0587667458900,pool_370,Retained
103425707,101.0433503125780,pool_346,Pingora
103425707,101.0150167458900,pool_383,Retained
103425707,100.9824893834540,pool_358,Two Harbors
103425707,100.9387393834540,pool_371,Two Harbors
103425707,100.9275167458900,pool_396,Retained
103425707,100.9121003125780,pool_359,Pingora
103425707,100.8949893834540,pool_384,Two Harbors
103425707,100.8895540958900,pool_347,Retained
103425707,100.8683503125780,pool_372,Pingora
103425707,100.8400167458900,pool_236,Retained
103425707,100.8275253125780,pool_349,Pingora
103425707,100.8246003125780,pool_385,Pingora
103425707,100.8074893834540,pool_397,Two Harbors
103425707,100.7502543834540,pool_348,Two Harbors
103425707,100.7371003125780,pool_398,Pingora
103425707,100.7199893834540,pool_237,Two Harbors
103425707,100.6708040958900,pool_360,Retained
103425707,100.6496003125780,pool_238,Pingora
103425707,100.6087753125780,pool_362,Pingora
103425707,100.5315043834540,pool_361,Two Harbors
103425707,100.4739290958900,pool_373,Retained
103425707,100.4119003125780,pool_375,Pingora
103425707,100.3346293834540,pool_374,Two Harbors
103425707,100.2770540958900,pool_386,Retained
103425707,100.2150253125780,pool_388,Pingora
103425707,100.1377543834540,pool_387,Two Harbors
103425707,100.1239290958900,pool_399,Retained
103425707,100.0619003125780,pool_401,Pingora
103425707,99.9846293834541,pool_400,Two Harbors
103425707,99.7958040958904,pool_240,Retained
103425707,99.7337753125778,pool_242,Pingora
103425707,99.6565043834541,pool_241,Two Harbors
103425788,102.2774507650290,pool_6,Two Harbors
103425788,102.1375906450000,pool_4,Pingora
103425788,102.0897249315070,pool_5,Retained
103425788,101.8132007651480,pool_233,Two Harbors
103425788,101.6934869315070,pool_232,Retained
103425788,101.6903906450000,pool_231,Pingora
103425788,101.4243257650290,pool_10,Two Harbors
103425788,101.3519757651480,pool_237,Two Harbors
103425788,101.2844656450000,pool_8,Pingora
103425788,101.2365999315070,pool_9,Retained
103425788,101.2322619315070,pool_236,Retained
103425788,101.2291656450000,pool_235,Pingora
103425841,100.9605538258900,pool_182,Retained
103425841,100.8348603224840,pool_183,Two Harbors
103425841,100.6357393517040,pool_181,Pingora
103425841,100.5940650258900,pool_413,Retained
103425841,100.4647103226160,pool_414,Two Harbors
103425841,100.3370150958900,pool_185,Retained
103425841,100.2844893517040,pool_412,Pingora
103425841,100.2037253224840,pool_186,Two Harbors
103425841,100.1784393517040,pool_184,Pingora
103425841,100.0626100958900,pool_416,Retained
103425841,100.0230538258900,pool_9,Retained
103425841,99.9216253226160,pool_417,Two Harbors
103425841,99.9152393517044,pool_415,Pingora
103425841,99.8973603224837,pool_10,Two Harbors
103425841,99.7503150258904,pool_236,Retained
103425841,99.6982393517044,pool_8,Pingora
103425841,99.6209603226160,pool_237,Two Harbors
103425841,99.4407393517044,pool_235,Pingora
103425841,99.1807650958904,pool_13,Retained
103425841,99.0474753224837,pool_14,Two Harbors
103425841,99.0221893517044,pool_12,Pingora
103425841,98.9063600958904,pool_240,Retained
103425841,98.7653753226160,pool_241,Two Harbors
103425841,98.7589893517044,pool_239,Pingora
103425974,100.7495696467260,pool_234,Pingora
103425974,100.6530187986870,pool_233,Two Harbors
103425974,100.6178638767120,pool_232,Retained
103425974,99.9954446467261,pool_238,Pingora
103425974,99.8988937986867,pool_237,Two Harbors
103425974,99.8637388767123,pool_236,Retained
103426078,103.1031312119360,pool_414,Two Harbors
103426078,103.0594662119360,pool_411,Two Harbors
103426078,103.0555421643840,pool_413,Retained
103426078,102.9293485543840,pool_410,Retained
103426078,102.9076170018220,pool_412,Pingora
103426078,102.3562295018220,pool_409,Pingora
103426078,102.2593812119360,pool_237,Two Harbors
103426078,102.2117921643840,pool_236,Retained
103426078,102.0638670018220,pool_235,Pingora
103426078,102.0282162119360,pool_233,Two Harbors
103426078,101.8980985543840,pool_232,Retained
103426078,101.3249795018220,pool_231,Pingora
103426139,101.7150557499040,pool_6,Two Harbors
103426139,101.6631151315970,pool_7,Pingora
103426139,101.5605221205480,pool_5,Retained
103426139,101.1113707499040,pool_10,Two Harbors
103426139,101.0469901315970,pool_11,Pingora
103426139,100.9805095205480,pool_9,Retained
103426244,102.1434043459950,pool_6,Two Harbors
103426244,102.0604221205480,pool_5,Retained
103426244,101.8204781643840,pool_7,Pingora
103426244,101.5397193459950,pool_10,Two Harbors
103426244,101.4804095205480,pool_9,Retained
103426244,101.2813781643840,pool_11,Pingora
103426469,102.7840925068490,pool_5,Retained
103426469,102.7541321495870,pool_6,Two Harbors
103426469,102.5350435782780,pool_4,Pingora
103426469,102.3528804468490,pool_232,Retained
103426469,102.2382731497060,pool_233,Two Harbors
103426469,102.0906575068490,pool_9,Retained
103426469,102.0690765068490,pool_236,Retained
103426469,102.0527685782780,pool_231,Pingora
103426469,102.0471896495870,pool_10,Two Harbors
103426469,101.9563396497060,pool_237,Two Harbors
103426469,101.9521060782780,pool_8,Pingora
103426469,101.8783060782780,pool_235,Pingora
103426481,102.3397249315070,pool_5,Retained
103426481,102.2727313174520,pool_6,Two Harbors
103426481,102.1463597356500,pool_4,Pingora
103426481,101.5959749315070,pool_90,Retained
103426481,101.5959749315070,pool_98,Retained
103426481,101.5289813174520,pool_91,Two Harbors
103426481,101.5289813174520,pool_99,Two Harbors
103426481,101.4865999315070,pool_9,Retained
103426481,101.4196063174520,pool_10,Two Harbors
103426481,101.4026097356500,pool_89,Pingora
103426481,101.4026097356500,pool_97,Pingora
103426481,101.2932347356500,pool_8,Pingora
103426797,100.2227619780180,pool_4,Pingora
103426797,100.2147249315070,pool_5,Retained
103426797,100.1714853499920,pool_6,Two Harbors
103426797,99.3696369780185,pool_8,Pingora
103426797,99.3615999315068,pool_9,Retained
103426797,99.3183603499922,pool_10,Two Harbors
103427209,101.7085564434720,pool_6,Two Harbors
103427209,101.6855221205480,pool_5,Retained
103427209,101.5732289336140,pool_7,Pingora
103427209,101.1700964436250,pool_233,Two Harbors
103427209,101.1380495205480,pool_232,Retained
103427209,101.1082289336140,pool_234,Pingora
103427209,101.1055095205480,pool_9,Retained
103427209,101.1048714434720,pool_10,Two Harbors
103427209,101.0080289336140,pool_11,Pingora
103427209,100.8716714436250,pool_237,Two Harbors
103427209,100.8651445205480,pool_236,Retained
103427209,100.8640289336140,pool_238,Pingora
103427238,101.5745514820340,pool_6,Two Harbors
103427238,101.5684582121160,pool_7,Pingora
103427238,101.5605221205480,pool_5,Retained
103427238,101.1134582121160,pool_234,Pingora
103427238,101.0360914821860,pool_233,Two Harbors
103427238,101.0130495205480,pool_232,Retained
103427238,101.0050582121160,pool_11,Pingora
103427238,100.9805095205480,pool_9,Retained
103427238,100.9708664820340,pool_10,Two Harbors
103427238,100.8710582121160,pool_238,Pingora
103427238,100.7401445205480,pool_236,Retained
103427238,100.7376664821860,pool_237,Two Harbors
103427249,102.7530191965210,pool_6,Two Harbors
103427249,102.7147249315070,pool_5,Retained
103427249,102.6931292648400,pool_4,Pingora
103427249,101.8998941965210,pool_10,Two Harbors
103427249,101.8615999315070,pool_9,Retained
103427249,101.8400042648400,pool_8,Pingora
103427256,100.1201788262590,pool_6,Two Harbors
103427256,100.1049832054790,pool_5,Retained
103427256,100.0671352054790,pool_232,Retained
103427256,100.0632663262590,pool_3,Two Harbors
103427256,100.0181788263780,pool_233,Two Harbors
103427256,100.0140242304790,pool_2,Retained
103427256,99.9579936168073,pool_231,Pingora
103427256,99.7860172804795,pool_229,Retained
103427256,99.7543213263783,pool_230,Two Harbors
103427256,99.5766811168073,pool_228,Pingora
103427308,102.4292590478870,pool_6,Two Harbors
103427308,102.3128586904150,pool_7,Pingora
103427308,102.2913786643840,pool_5,Retained
103427308,102.1350280478870,pool_10,Two Harbors
103427308,102.1317961904150,pool_11,Pingora
103427308,102.0728311643840,pool_9,Retained
103427331,101.1638662602900,pool_6,Two Harbors
103427331,101.1237884821920,pool_5,Retained
103427331,101.0649583396180,pool_8,Pingora
103427331,101.0244612602900,pool_10,Two Harbors
103427331,101.0200833396180,pool_4,Pingora
103427331,100.9942370821920,pool_9,Retained
103427331,100.8913668721920,pool_232,Retained
103427331,100.8825583396180,pool_235,Pingora
103427331,100.8651890821920,pool_236,Retained
103427331,100.8250112604100,pool_237,Two Harbors
103427331,100.8200022604100,pool_233,Two Harbors
103427331,100.7024833396180,pool_231,Pingora
103427337,103.0005938293200,pool_237,Two Harbors
103427337,102.9808315397260,pool_236,Retained
103427337,102.6361876690800,pool_238,Pingora
103427337,102.2881207397260,pool_240,Retained
103427337,102.2560088293200,pool_241,Two Harbors
103427337,102.1938376690800,pool_242,Pingora
103427567,100.9044941992940,pool_6,Two Harbors
103427567,100.7484460084200,pool_7,Pingora
103427567,100.6855221205480,pool_5,Retained
103427567,100.3660341994470,pool_233,Two Harbors
103427567,100.3008091992940,pool_10,Two Harbors
103427567,100.2834460084200,pool_234,Pingora
103427567,100.1380495205480,pool_232,Retained
103427567,100.1323210084200,pool_11,Pingora
103427567,100.1055095205480,pool_9,Retained
103427567,100.0676091994470,pool_237,Two Harbors
103427567,99.9883210084203,pool_238,Pingora
103427567,99.8651445205480,pool_236,Retained
103427701,104.7604265112330,pool_185,Retained
103427701,104.5260627512330,pool_416,Retained
103427701,104.4144626712330,pool_184,Pingora
103427701,104.2094626712330,pool_415,Pingora
103427701,104.1184066712330,pool_188,Retained
103427701,103.9277626712330,pool_187,Pingora
103427701,103.7767656712330,pool_419,Retained
103427701,103.6077126712330,pool_418,Pingora
103427701,103.6041765112330,pool_13,Retained
103427701,103.3698127512330,pool_240,Retained
103427701,103.2582126712330,pool_12,Pingora
103427701,103.0532126712330,pool_239,Pingora
103427701,102.9934066712330,pool_17,Retained
103427701,102.8027626712330,pool_16,Pingora
103427701,102.6830156712330,pool_244,Retained
103427701,102.5139626712330,pool_243,Pingora
103427889,105.4944829246580,pool_204,Pingora
103427889,105.4721381780820,pool_203,Retained
103427889,105.3913579246580,pool_206,Pingora
103427889,105.3552631780820,pool_205,Retained
103427889,104.9257329246580,pool_126,Pingora
103427889,104.9033881780820,pool_125,Retained
103427889,104.9024829246580,pool_437,Pingora
103427889,104.8519829246580,pool_435,Pingora
103427889,104.7508311780820,pool_436,Retained
103427889,104.7315811780820,pool_434,Retained
103427889,104.6694829246580,pool_128,Pingora
103427889,104.6333881780820,pool_127,Retained
103427889,104.3556079246580,pool_356,Pingora
103427889,104.3488579246580,pool_354,Pingora
103427889,104.3351079246580,pool_139,Pingora
103427889,104.3351079246580,pool_152,Pingora
103427889,104.3127631780820,pool_138,Retained
103427889,104.3127631780820,pool_151,Retained
103427889,104.2284561780820,pool_353,Retained
103427889,104.2039561780820,pool_355,Retained
103427889,104.1882329246580,pool_141,Pingora
103427889,104.1521381780820,pool_140,Retained
103427889,104.0788579246580,pool_154,Pingora
103427889,104.0507329246580,pool_165,Pingora
103427889,104.0427631780820,pool_153,Retained
103427889,104.0283881780820,pool_164,Retained
103427889,103.8676079246580,pool_367,Pingora
103427889,103.7472061780820,pool_366,Retained
103427889,103.7226079246580,pool_175,Pingora
103427889,103.7002631780820,pool_174,Retained
103427889,103.6926079246580,pool_380,Pingora
103427889,103.5722061780820,pool_379,Retained
103427889,103.5024829246580,pool_369,Pingora
103427889,103.4587329246580,pool_382,Pingora
103427889,103.4226079246580,pool_167,Pingora
103427889,103.3865131780820,pool_166,Retained
103427889,103.3508311780820,pool_368,Retained
103427889,103.3426079246580,pool_393,Pingora
103427889,103.3070811780820,pool_381,Retained
103427889,103.2913579246580,pool_177,Pingora
103427889,103.2552631780820,pool_176,Retained
103427889,103.2222061780820,pool_392,Retained
103427889,103.0882329246580,pool_22,Pingora
103427889,103.0658881780820,pool_21,Retained
103427889,103.0582329246580,pool_406,Pingora
103427889,103.0431079246580,pool_395,Pingora
103427889,102.9851079246580,pool_25,Pingora
103427889,102.9490131780820,pool_24,Retained
103427889,102.9378311780820,pool_405,Retained
103427889,102.9337329246580,pool_408,Pingora
103427889,102.8914561780820,pool_394,Retained
103427889,102.7820811780820,pool_407,Retained
103427889,102.6644829246580,pool_249,Pingora
103427889,102.6056079246580,pool_252,Pingora
103427889,102.5440811780820,pool_248,Retained
103427889,102.4539561780820,pool_251,Retained
103428057,100.7428638767120,pool_232,Retained
103428057,100.6447800136990,pool_234,Pingora
103428057,100.5993028767120,pool_233,Two Harbors
103428057,100.0762388767120,pool_396,Retained
103428057,99.9887388767123,pool_236,Retained
103428057,99.9781550136986,pool_398,Pingora
103428057,99.9326778767124,pool_397,Two Harbors
103428057,99.8906550136986,pool_238,Pingora
103428057,99.8451778767124,pool_237,Two Harbors
103428104,101.3794818530800,pool_6,Two Harbors
103428104,101.2546088767120,pool_5,Retained
103428104,101.2167346615010,pool_7,Pingora
103428104,100.3651068530800,pool_10,Two Harbors
103428104,100.2402338767120,pool_9,Retained
103428104,100.1848596615010,pool_11,Pingora
103428417,102.1480468377320,pool_6,Two Harbors
103428417,102.0413786643840,pool_5,Retained
103428417,101.9333984730760,pool_7,Pingora
103428417,101.8538158377320,pool_10,Two Harbors
103428417,101.8444734730760,pool_11,Pingora
103428417,101.8228311643840,pool_9,Retained
103428417,100.2105468377320,pool_33,Two Harbors
103428417,100.1038786643840,pool_32,Retained
103428417,99.9958984730758,pool_34,Pingora
103428417,99.9470158377316,pool_37,Two Harbors
103428417,99.9279734730758,pool_38,Pingora
103428417,99.9160311643836,pool_36,Retained
103428435,102.3896039357410,pool_233,Two Harbors
103428435,102.3184869315070,pool_232,Retained
103428435,102.2050704434610,pool_231,Pingora
103428435,102.0377539357410,pool_326,Two Harbors
103428435,101.9666369315070,pool_325,Retained
103428435,101.9283789357410,pool_237,Two Harbors
103428435,101.8572619315070,pool_236,Retained
103428435,101.8532204434610,pool_324,Pingora
103428435,101.7438454434610,pool_235,Pingora
103428464,100.4987884821920,pool_5,Retained
103428464,100.4786120821920,pool_82,Retained
103428464,100.4786120821920,pool_90,Retained
103428464,100.4786120821920,pool_98,Retained
103428464,100.4370640821920,pool_309,Retained
103428464,100.3933140821920,pool_317,Retained
103428464,100.3692370821920,pool_9,Retained
103428464,100.3495640821920,pool_325,Retained
103428464,100.3444877152850,pool_81,Pingora
103428464,100.3444877152850,pool_89,Pingora
103428464,100.3444877152850,pool_97,Pingora
103428464,100.2663668721920,pool_232,Retained
103428464,100.2495877152850,pool_308,Pingora
103428464,100.2401890821920,pool_236,Retained
103428464,100.2351127152850,pool_8,Pingora
103428464,100.2301400173240,pool_6,Two Harbors
103428464,100.2058377152850,pool_316,Pingora
103428464,100.2001100173240,pool_83,Two Harbors
103428464,100.2001100173240,pool_91,Two Harbors
103428464,100.2001100173240,pool_99,Two Harbors
103428464,100.1620877152850,pool_324,Pingora
103428464,100.0907350173240,pool_10,Two Harbors
103428464,100.0881600174440,pool_310,Two Harbors
103428464,100.0807377152850,pool_4,Pingora
103428464,100.0527127152850,pool_235,Pingora
103428464,100.0444100174440,pool_318,Two Harbors
103428464,100.0006600174440,pool_326,Two Harbors
103428464,99.8912850174436,pool_237,Two Harbors
103428464,99.8862760174436,pool_233,Two Harbors
103428464,99.7686127152853,pool_231,Pingora
103428520,101.5931824539590,pool_6,Two Harbors
103428520,101.5605221205480,pool_5,Retained
103428520,101.4161320686110,pool_7,Pingora
103428520,100.9894974539590,pool_10,Two Harbors
103428520,100.9805095205480,pool_9,Retained
103428520,100.8556570686110,pool_11,Pingora
103428554,101.1276788831100,pool_6,Two Harbors
103428554,101.0446806386990,pool_7,Pingora
103428554,101.0046088767120,pool_5,Retained
103428554,100.1133038831100,pool_10,Two Harbors
103428554,100.0128056386990,pool_11,Pingora
103428554,99.9902338767124,pool_9,Retained
103428558,100.6049832054790,pool_5,Retained
103428558,100.5671352054790,pool_232,Retained
103428558,100.5475755157050,pool_6,Two Harbors
103428558,100.5140242304790,pool_2,Retained
103428558,100.4906630157050,pool_3,Two Harbors
103428558,100.4455755158240,pool_233,Two Harbors
103428558,100.3892755158240,pool_4,Pingora
103428558,100.3043255158240,pool_231,Pingora
103428558,100.2860172804790,pool_229,Retained
103428558,100.1817180158240,pool_230,Two Harbors
103428558,100.1662755158240,pool_1,Pingora
103428558,99.8965255158243,pool_228,Pingora
103428682,101.0240598418430,pool_233,Two Harbors
103428682,100.9456007509340,pool_231,Pingora
103428682,100.9421352054790,pool_232,Retained
103428682,100.7602023418430,pool_230,Two Harbors
103428682,100.6610172804790,pool_229,Retained
103428682,100.5841132509340,pool_228,Pingora
103428714,99.1835356395364,pool_3,Two Harbors
103428714,99.1065410547945,pool_2,Retained
103428714,99.0970515241823,pool_1,Pingora
103428714,98.9707856396558,pool_230,Two Harbors
103428714,98.9551970547945,pool_229,Retained
103428714,98.9013515241823,pool_228,Pingora
103428961,101.6961711185690,pool_10,Two Harbors
103428961,101.6352944520550,pool_9,Retained
103428961,101.4897242831050,pool_11,Pingora
103428961,101.4547211187210,pool_397,Two Harbors
103428961,101.3842714520550,pool_396,Retained
103428961,101.3672211187210,pool_237,Two Harbors
103428961,101.3444742831050,pool_398,Pingora
103428961,101.2967714520550,pool_236,Retained
103428961,101.2569742831050,pool_238,Pingora
103428961,100.4567961185690,pool_169,Two Harbors
103428961,100.3959194520550,pool_168,Retained
103428961,100.2822242831050,pool_170,Pingora
103428961,100.2679711187210,pool_400,Two Harbors
103428961,100.2380461185690,pool_14,Two Harbors
103428961,100.2045992831050,pool_401,Pingora
103428961,100.1975214520550,pool_399,Retained
103428961,100.1771694520550,pool_13,Retained
103428961,100.0634742831050,pool_15,Pingora
103428961,99.9398461187215,pool_241,Two Harbors
103428961,99.8764742831050,pool_242,Pingora
103428961,99.8693964520548,pool_240,Retained
103429085,100.9421352054790,pool_232,Retained
103429085,100.8891759543000,pool_233,Two Harbors
103429085,100.8473241695510,pool_231,Pingora
103429085,100.6610172804790,pool_229,Retained
103429085,100.6253184543000,pool_230,Two Harbors
103429085,100.4692616695510,pool_228,Pingora
103429102,101.1856269605290,pool_6,Two Harbors
103429102,101.0067232198050,pool_7,Pingora
103429102,101.0046088767120,pool_5,Retained
103429102,100.8056269606820,pool_233,Two Harbors
103429102,100.7337232198050,pool_234,Pingora
103429102,100.6178638767120,pool_232,Retained
103429102,100.1712519605290,pool_10,Two Harbors
103429102,100.0515019606820,pool_237,Two Harbors
103429102,99.9902338767124,pool_9,Retained
103429102,99.9795982198055,pool_238,Pingora
103429102,99.9748482198055,pool_11,Pingora
103429102,99.8637388767123,pool_236,Retained
103429157,105.4735804246580,pool_126,Pingora
103429157,105.2173304246580,pool_128,Pingora
103429157,105.1533881780820,pool_125,Retained
103429157,104.9034554246580,pool_356,Pingora
103429157,104.8967054246580,pool_354,Pingora
103429157,104.8833881780820,pool_127,Retained
103429157,104.8829554246580,pool_139,Pingora
103429157,104.8829554246580,pool_152,Pingora
103429157,104.7360804246580,pool_141,Pingora
103429157,104.6267054246580,pool_154,Pingora
103429157,104.5985804246580,pool_165,Pingora
103429157,104.5627631780820,pool_138,Retained
103429157,104.5627631780820,pool_151,Retained
103429157,104.4784561780820,pool_353,Retained
103429157,104.4539561780820,pool_355,Retained
103429157,104.4154554246580,pool_367,Pingora
103429157,104.4021381780820,pool_140,Retained
103429157,104.2927631780820,pool_153,Retained
103429157,104.2783881780820,pool_164,Retained
103429157,104.2704554246580,pool_175,Pingora
103429157,104.2404554246580,pool_380,Pingora
103429157,104.0503304246580,pool_369,Pingora
